id,chipset,memory_gb,core_clock_mhz,boost_clock_mhz,length_mm,tdp,recommended_psu_watts,performance,product_fk
341,NVIDIA GeForce RTX 2060 SUPER,8,1650,1815,280.35,175,450,704,2030
342,NVIDIA GeForce RTX 2060 SUPER,8,1470,1680,265,175,450,704,2031
343,NVIDIA GeForce RTX 2060 SUPER,8,1470,1650,186,175,450,704,2032
344,NVIDIA GeForce RTX 2060 SUPER,8,1470,1695,264,175,450,704,2033
345,NVIDIA GeForce RTX 2060 SUPER,8,1470,1695,300,175,450,704,2034
346,NVIDIA GeForce RTX 2060 SUPER,8,1470,1665,220,175,450,704,2035
347,NVIDIA GeForce RTX 2060 SUPER,8,1470,1665,220,175,450,704,2036
348,NVIDIA GeForce RTX 2060 SUPER,8,1470,1680,230,175,450,704,2037
349,NVIDIA GeForce RTX 2060 SUPER,8,1470,1665,295,175,450,704,2038
350,NVIDIA GeForce RTX 2060 SUPER,8,1470,1650,174,175,450,704,2039
351,NVIDIA GeForce RTX 2060 SUPER,8,1470,1650,250,175,450,704,2040
352,NVIDIA GeForce RTX 2060 SUPER,8,1470,1680,250,175,450,704,2041
353,NVIDIA GeForce RTX 2060 SUPER,8,1470,1650,248,175,450,704,2042
354,NVIDIA GeForce RTX 2060 SUPER,8,1470,1695,248,175,450,704,2043
355,NVIDIA GeForce RTX 2060 SUPER,8,1470,1650,231,175,450,704,2044
356,NVIDIA GeForce RTX 2060 SUPER,8,1470,1665,232,175,450,704,2045
357,NVIDIA GeForce RTX 2060 SUPER,8,1470,1665,231,175,450,704,2046
358,NVIDIA GeForce RTX 2060 SUPER,8,1470,1650,228.6,175,450,704,2047
359,NVIDIA GeForce RTX 2060 SUPER,8,1470,1830,292,175,450,704,2048
360,NVIDIA GeForce RTX 2060 SUPER,8,1470,1650,280.924,175,450,704,2049
361,NVIDIA GeForce RTX 2060 SUPER,8,1470,1650,234.95,175,450,704,2050
362,NVIDIA GeForce RTX 2060 SUPER,8,1470,1680,234.95,175,450,704,2051
363,NVIDIA GeForce RTX 2060 SUPER,8,1470,1680,268,175,450,704,2052
364,NVIDIA GeForce RTX 2060 SUPER,8,1470,1710,308,175,450,704,2053
365,NVIDIA GeForce RTX 2060 SUPER,8,1470,1650,209.6,175,450,704,2054
366,NVIDIA GeForce RTX 2070,8,1410,1650,268,175,450,729,2055
367,NVIDIA GeForce RTX 2070,8,1410,1665,268,175,450,729,2056
368,NVIDIA GeForce RTX 2070,8,1410,1650,267,175,450,729,2057
369,NVIDIA GeForce RTX 2070,8,1410,1740,267,175,450,729,2058
370,NVIDIA GeForce RTX 2070,8,1410,1740,242,175,450,729,2059
371,NVIDIA GeForce RTX 2070,8,1410,1680,197,175,450,729,2060
372,NVIDIA GeForce RTX 2070,8,1410,1740,268,175,450,729,2061
373,NVIDIA GeForce RTX 2070,8,1410,1650,300.5,175,450,729,2062
374,NVIDIA GeForce RTX 2070,8,1410,1680,300.5,175,450,729,2063
375,NVIDIA GeForce RTX 2070,8,1410,1845,305,175,450,729,2064
376,NVIDIA GeForce RTX 2070,8,1410,1650,268,175,450,729,2065
377,NVIDIA GeForce RTX 2070,8,1410,1650,268,175,450,729,2066
378,NVIDIA GeForce RTX 2070,8,1410,1620,269.2,175,450,729,2067
379,NVIDIA GeForce RTX 2070,8,1410,1815,301.925,175,450,729,2068
380,NVIDIA GeForce RTX 2070,8,1410,1620,265.63,175,450,729,2069
381,NVIDIA GeForce RTX 2070,8,1410,1620,269.83,175,450,729,2070
382,NVIDIA GeForce RTX 2070,8,1410,1620,269.2,175,450,729,2071
383,NVIDIA GeForce RTX 2070,8,1410,1710,269.2,175,450,729,2072
384,NVIDIA GeForce RTX 2070,8,1410,1725,269.2,175,450,729,2073
385,NVIDIA GeForce RTX 2070,8,1620,1665,295,175,450,729,2074
386,NVIDIA GeForce RTX 2070,8,1620,1770,290,175,450,729,2075
387,NVIDIA GeForce RTX 2070,8,1620,1740,280.35,175,450,729,2076
388,NVIDIA GeForce RTX 2070,8,1620,1740,280.35,175,450,729,2077
389,NVIDIA GeForce RTX 2070,8,1410,1620,169.99,175,450,729,2078
390,NVIDIA GeForce RTX 2070,8,1620,1620,280.35,175,450,729,2079
391,NVIDIA GeForce RTX 2070,8,1410,1620,264.9,175,450,729,2080
392,NVIDIA GeForce RTX 2070,8,1620,1815,290,175,450,729,2081
393,NVIDIA GeForce RTX 2070,8,1410,1620,196,175,450,729,2082
394,NVIDIA GeForce RTX 2070,8,1410,1620,295,175,450,729,2083
395,NVIDIA GeForce RTX 2070,8,1410,1815,283,175,450,729,2084
396,NVIDIA GeForce RTX 2070,8,1410,1620,268,175,450,729,2085
397,NVIDIA GeForce RTX 2070,8,1410,1620,174,175,450,729,2086
398,NVIDIA GeForce RTX 2070,8,1410,1740,309,175,450,729,2087
399,NVIDIA GeForce RTX 2070,8,1410,1710,295,175,450,729,2088
400,NVIDIA GeForce RTX 2070,8,1410,1755,314,175,450,729,2089
401,NVIDIA GeForce RTX 2070,8,1410,1710,314,175,450,729,2090
402,NVIDIA GeForce RTX 2070,8,1410,1620,307,175,450,729,2091
403,NVIDIA GeForce RTX 2070,8,1410,1710,307,175,450,729,2092
404,NVIDIA GeForce RTX 2070,8,1410,1830,307,175,450,729,2093
405,NVIDIA GeForce RTX 2070,8,1410,1620,304,175,450,729,2094
406,NVIDIA GeForce RTX 2070,8,1410,1620,226,175,450,729,2095
407,NVIDIA GeForce RTX 2070,8,1410,1620,232,175,450,729,2096
408,NVIDIA GeForce RTX 2070,8,1410,1710,228.6,175,450,729,2097
409,NVIDIA GeForce RTX 2070,8,1410,1620,235,175,450,729,2098
410,NVIDIA GeForce RTX 2070,8,1410,1620,292,175,450,729,2099
411,NVIDIA GeForce RTX 2070,8,1410,1620,266.7,175,450,729,2100
412,NVIDIA GeForce RTX 2070,8,1410,1710,234.95,175,450,729,2101
413,NVIDIA GeForce RTX 2070,8,1410,1860,308,175,450,729,2102
414,NVIDIA GeForce RTX 2070,8,1410,1815,308,175,450,729,2103
415,NVIDIA GeForce RTX 2070,8,1410,1740,268,175,450,729,2104
416,NVIDIA GeForce RTX 2070,8,1410,1650,211,175,450,729,2105
417,NVIDIA GeForce RTX 2070,8,1410,1620,268,175,450,729,2106
418,NVIDIA GeForce RTX 2070,8,1410,1620,211,175,450,729,2107
419,NVIDIA GeForce RTX 2070 SUPER,8,1635,1800,267,215,550,807,2108
420,NVIDIA GeForce RTX 2070 SUPER,8,1635,1815,267,215,550,807,2109
421,NVIDIA GeForce RTX 2070 SUPER,8,1635,1845,267,215,550,807,2110
422,NVIDIA GeForce RTX 2070 SUPER,8,1635,1800,299.7,215,550,807,2111
423,NVIDIA GeForce RTX 2070 SUPER,8,1635,1830,299.7,215,550,807,2112
424,NVIDIA GeForce RTX 2070 SUPER,8,1635,1935,299.7,215,550,807,2113
425,NVIDIA GeForce RTX 2070 SUPER,8,1635,1800,268,215,550,807,2114
426,NVIDIA GeForce RTX 2070 SUPER,8,1605,1770,269.83,215,550,807,2115
427,NVIDIA GeForce RTX 2070 SUPER,8,1605,1770,301.925,215,550,807,2116
428,NVIDIA GeForce RTX 2070 SUPER,8,1605,1815,301.925,215,550,807,2117
429,NVIDIA GeForce RTX 2070 SUPER,8,1605,1815,301.925,215,550,807,2118
430,NVIDIA GeForce RTX 2070 SUPER,8,1605,1770,265.63,215,550,807,2119
431,NVIDIA GeForce RTX 2070 SUPER,8,1605,1770,269.83,215,550,807,2120
432,NVIDIA GeForce RTX 2070 SUPER,8,1605,1800,269.83,215,550,807,2121
433,NVIDIA GeForce RTX 2070 SUPER,8,1605,1800,265.63,215,550,807,2122
434,NVIDIA GeForce RTX 2070 SUPER,8,1605,1800,269.83,215,550,807,2123
435,NVIDIA GeForce RTX 2070 SUPER,8,1605,1800,269.83,215,550,807,2124
436,NVIDIA GeForce RTX 2070 SUPER,8,1605,1815,292,215,550,807,2125
437,NVIDIA GeForce RTX 2070 SUPER,8,1605,1815,295,215,550,807,2126
438,NVIDIA GeForce RTX 2070 SUPER,8,1605,1905,290,215,550,807,2127
439,NVIDIA GeForce RTX 2070 SUPER,8,1605,1815,286.5,215,550,807,2128
440,NVIDIA GeForce RTX 2070 SUPER,8,1605,1815,286.5,215,550,807,2129
441,NVIDIA GeForce RTX 2070 SUPER,8,1605,1815,286.5,215,550,807,2130
442,NVIDIA GeForce RTX 2070 SUPER,8,1605,1770,280.35,215,550,807,2131
443,NVIDIA GeForce RTX 2070 SUPER,8,1605,1785,280.35,215,550,807,2132
444,NVIDIA GeForce RTX 2070 SUPER,8,1605,1785,280.35,215,550,807,2133
445,NVIDIA GeForce RTX 2070 SUPER,8,1605,1815,300,215,550,807,2134
446,NVIDIA GeForce RTX 2070 SUPER,8,1605,1815,272,215,550,807,2135
447,NVIDIA GeForce RTX 2070 SUPER,8,1605,1815,272,215,550,807,2136
448,NVIDIA GeForce RTX 2070 SUPER,8,1605,1845,302,215,550,807,2137
449,NVIDIA GeForce RTX 2070 SUPER,8,1605,1815,300,215,550,807,2138
450,NVIDIA GeForce RTX 2070 SUPER,8,1605,1770,268,215,550,807,2139
451,NVIDIA GeForce RTX 2070 SUPER,8,1605,1785,268,215,550,807,2140
452,NVIDIA GeForce RTX 2070 SUPER,8,1605,1830,295,215,550,807,2141
453,NVIDIA GeForce RTX 2070 SUPER,8,1605,1830,328,215,550,807,2142
454,NVIDIA GeForce RTX 2070 SUPER,8,1605,1785,297,215,550,807,2143
455,NVIDIA GeForce RTX 2070 SUPER,8,1605,1770,328,215,550,807,2144
456,NVIDIA GeForce RTX 2070 SUPER,8,1605,1800,297,215,550,807,2145
457,NVIDIA GeForce RTX 2070 SUPER,8,1605,1800,328,215,550,807,2146
458,NVIDIA GeForce RTX 2070 SUPER,8,1605,1815,328,215,550,807,2147
459,NVIDIA GeForce RTX 2070 SUPER,8,1605,1770,257,215,550,807,2148
460,NVIDIA GeForce RTX 2070 SUPER,8,1605,1785,258,215,550,807,2149
461,NVIDIA GeForce RTX 2070 SUPER,8,1605,1785,257,215,550,807,2150
462,NVIDIA GeForce RTX 2070 SUPER,8,1605,1770,266.74,215,550,807,2151
463,NVIDIA GeForce RTX 2070 SUPER,8,1605,1770,292,215,550,807,2152
464,NVIDIA GeForce RTX 2070 SUPER,8,1605,1830,292,215,550,807,2153
465,NVIDIA GeForce RTX 2070 SUPER,8,1605,1830,288,215,550,807,2154
466,NVIDIA GeForce RTX 2070 SUPER,8,1605,1815,292,215,550,807,2155
467,NVIDIA GeForce RTX 2070 SUPER,8,1605,1770,280.924,215,550,807,2156
468,NVIDIA GeForce RTX 2070 SUPER,8,1605,1770,313.944,215,550,807,2157
469,NVIDIA GeForce RTX 2070 SUPER,8,1605,1830,308,215,550,807,2158
470,NVIDIA GeForce RTX 2070 SUPER,8,1605,1800,268,215,550,807,2159
471,NVIDIA GeForce RTX 2070 SUPER,8,1605,1770,268,215,550,807,2160
472,NVIDIA GeForce RTX 2070 SUPER,8,1605,1770,209.6,215,550,807,2161
473,NVIDIA GeForce RTX 2080,8,1515,1770,268,215,550,858,2162
474,NVIDIA GeForce RTX 2080,8,1515,1770,268,215,550,858,2163
475,NVIDIA GeForce RTX 2080,8,1515,1740,267,215,550,858,2164
476,NVIDIA GeForce RTX 2080,8,1515,1830,267,215,550,858,2165
477,NVIDIA GeForce RTX 2080,8,1515,1830,299.7,215,550,858,2166
478,NVIDIA GeForce RTX 2080,8,1515,1830,299.7,215,550,858,2167
479,NVIDIA GeForce RTX 2080,8,1515,1890,297.7,215,550,858,2168
480,NVIDIA GeForce RTX 2080,8,1515,1890,268,215,550,858,2169
481,NVIDIA GeForce RTX 2080,8,1515,1740,268,215,550,858,2170
482,NVIDIA GeForce RTX 2080,8,1515,1710,269.2,215,550,858,2171
483,NVIDIA GeForce RTX 2080,8,1515,1710,301.925,215,550,858,2172
484,NVIDIA GeForce RTX 2080,8,1515,1860,301.925,215,550,858,2173
485,NVIDIA GeForce RTX 2080,8,1515,1860,290.83,215,550,858,2174
486,NVIDIA GeForce RTX 2080,8,1515,1710,265.63,215,550,858,2175
487,NVIDIA GeForce RTX 2080,8,1515,1740,269.83,215,550,858,2176
488,NVIDIA GeForce RTX 2080,8,1515,1740,270,215,550,858,2177
489,NVIDIA GeForce RTX 2080,8,1515,1800,265.63,215,550,858,2178
490,NVIDIA GeForce RTX 2080,8,1515,1815,270,215,550,858,2179
491,NVIDIA GeForce RTX 2080,8,1515,1815,269.83,215,550,858,2180
492,NVIDIA GeForce RTX 2080,8,1515,1815,292,215,550,858,2181
493,NVIDIA GeForce RTX 2080,8,1515,1710,292,215,550,858,2182
494,NVIDIA GeForce RTX 2080,8,1515,1815,292,215,550,858,2183
495,NVIDIA GeForce RTX 2080,8,1515,1710,292,215,550,858,2184
496,NVIDIA GeForce RTX 2080,8,1515,1785,268,215,550,858,2185
497,NVIDIA GeForce RTX 2080,8,1710,1890,290,215,550,858,2186
498,NVIDIA GeForce RTX 2080,8,1515,1890,290,215,550,858,2187
499,NVIDIA GeForce RTX 2080,8,1710,1890,290,215,550,858,2188
500,NVIDIA GeForce RTX 2080,8,1515,1890,285.5,215,550,858,2189
501,NVIDIA GeForce RTX 2080,8,1710,1830,286.5,215,550,858,2190
502,NVIDIA GeForce RTX 2080,8,1710,1830,272,215,550,858,2191
503,NVIDIA GeForce RTX 2080,8,1710,1785,272,215,550,858,2192
504,NVIDIA GeForce RTX 2080,8,1710,1785,280.35,215,550,858,2193
505,NVIDIA GeForce RTX 2080,8,1515,1785,281,215,550,858,2194
506,NVIDIA GeForce RTX 2080,8,1515,1785,272,215,550,858,2195
507,NVIDIA GeForce RTX 2080,8,1515,1785,268,215,550,858,2196
508,NVIDIA GeForce RTX 2080,8,1515,1785,268,215,550,858,2197
509,NVIDIA GeForce RTX 2080,8,1515,1785,288,215,550,858,2198
510,NVIDIA GeForce RTX 2080,8,1350,1710,268,215,550,858,2199
511,NVIDIA GeForce RTX 2080,8,1515,1845,314,215,550,858,2200
512,NVIDIA GeForce RTX 2080,8,1515,1800,327,215,550,858,2201
513,NVIDIA GeForce RTX 2080,8,1515,1860,327,215,550,858,2202
514,NVIDIA GeForce RTX 2080,8,1515,1860,268,215,550,858,2203
515,NVIDIA GeForce RTX 2080,8,1515,1710,268,215,550,858,2204
516,NVIDIA GeForce RTX 2080,8,1710,1710,255,215,550,858,2205
517,NVIDIA GeForce RTX 2080,8,1515,1800,268,215,550,858,2206
518,NVIDIA GeForce RTX 2080,8,1515,1800,267,215,550,858,2207
519,NVIDIA GeForce RTX 2080,8,1515,1710,292,215,550,858,2208
520,NVIDIA GeForce RTX 2080,8,1515,1815,292,215,550,858,2209
521,NVIDIA GeForce RTX 2080,8,1515,1860,292,215,550,858,2210
522,NVIDIA GeForce RTX 2080,8,1515,1710,266.7,215,550,858,2211
523,NVIDIA GeForce RTX 2080,8,1515,1815,292.1,215,550,858,2212
524,NVIDIA GeForce RTX 2080,8,1515,1905,324,215,550,858,2213
525,NVIDIA GeForce RTX 2080,8,1515,1860,324,215,550,858,2214
526,NVIDIA GeForce RTX 2080,8,1350,1830,298,215,550,858,2215
527,NVIDIA GeForce RTX 2080,8,1515,1710,268,215,550,858,2216
528,NVIDIA GeForce RTX 2080,8,1515,1710,308,215,550,858,2217
529,NVIDIA GeForce RTX 2080,8,1515,1710,268,215,550,858,2218
530,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,267,250,600,910,2219
531,NVIDIA GeForce RTX 2080 SUPER,8,1650,1860,267,250,600,910,2220
532,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,299.7,250,600,910,2221
533,NVIDIA GeForce RTX 2080 SUPER,8,1650,1860,299.7,250,600,910,2222
534,NVIDIA GeForce RTX 2080 SUPER,8,1650,1890,305,250,600,910,2223
535,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,268,250,600,910,2224
536,NVIDIA GeForce RTX 2080 SUPER,8,1650,1815,269.83,250,600,910,2225
537,NVIDIA GeForce RTX 2080 SUPER,8,1650,1815,301.925,250,600,910,2226
538,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,290.83,250,600,910,2227
539,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,301.925,250,600,910,2228
540,NVIDIA GeForce RTX 2080 SUPER,8,1650,1815,269.83,250,600,910,2229
541,NVIDIA GeForce RTX 2080 SUPER,8,1650,1815,269.83,250,600,910,2230
542,NVIDIA GeForce RTX 2080 SUPER,8,1650,1830,269.83,250,600,910,2231
543,NVIDIA GeForce RTX 2080 SUPER,8,1650,1830,265.63,250,600,910,2232
544,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,269.83,250,600,910,2233
545,NVIDIA GeForce RTX 2080 SUPER,8,1650,1860,292,250,600,910,2234
546,NVIDIA GeForce RTX 2080 SUPER,8,1650,1860,285,250,600,910,2235
547,NVIDIA GeForce RTX 2080 SUPER,8,1650,1860,290,250,600,910,2236
548,NVIDIA GeForce RTX 2080 SUPER,8,1650,1860,290,250,600,910,2237
549,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,286.5,250,600,910,2238
550,NVIDIA GeForce RTX 2080 SUPER,8,1650,1815,272,250,600,910,2239
551,NVIDIA GeForce RTX 2080 SUPER,8,1650,1830,286.512,250,600,910,2240
552,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,300,250,600,910,2241
553,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,272,250,600,910,2242
554,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,272,250,600,910,2243
555,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,302,250,600,910,2244
556,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,300,250,600,910,2245
557,NVIDIA GeForce RTX 2080 SUPER,8,1650,1815,268,250,600,910,2246
558,NVIDIA GeForce RTX 2080 SUPER,8,1650,1830,268,250,600,910,2247
559,NVIDIA GeForce RTX 2080 SUPER,8,1650,1860,285,250,600,910,2248
560,NVIDIA GeForce RTX 2080 SUPER,8,1650,1860,314,250,600,910,2249
561,NVIDIA GeForce RTX 2080 SUPER,8,1650,1815,265,250,600,910,2250
562,NVIDIA GeForce RTX 2080 SUPER,8,1650,1815,328,250,600,910,2251
563,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,328,250,600,910,2252
564,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,268,250,600,910,2253
565,NVIDIA GeForce RTX 2080 SUPER,8,1650,1815,268,250,600,910,2254
566,NVIDIA GeForce RTX 2080 SUPER,8,1650,1830,268,250,600,910,2255
567,NVIDIA GeForce RTX 2080 SUPER,8,1650,1830,257,250,600,910,2256
568,NVIDIA GeForce RTX 2080 SUPER,8,1650,1815,266.74,250,600,910,2257
569,NVIDIA GeForce RTX 2080 SUPER,8,1650,1815,292,250,600,910,2258
570,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,288,250,600,910,2259
571,NVIDIA GeForce RTX 2080 SUPER,8,1650,1860,292,250,600,910,2260
572,NVIDIA GeForce RTX 2080 SUPER,8,1650,1830,292,250,600,910,2261
573,NVIDIA GeForce RTX 2080 SUPER,8,1650,1815,281,250,600,910,2262
574,NVIDIA GeForce RTX 2080 SUPER,8,1650,1860,314,250,600,910,2263
575,NVIDIA GeForce RTX 2080 SUPER,8,1650,1875,324,250,600,910,2264
576,NVIDIA GeForce RTX 2080 SUPER,8,1650,1815,308,250,600,910,2265
577,NVIDIA GeForce RTX 2080 SUPER,8,1650,1845,298,250,600,910,2266
578,NVIDIA GeForce RTX 2080 Ti,11,1350,1560,268,250,600,1004,2267
579,NVIDIA GeForce RTX 2080 Ti,11,1350,1560,268,250,600,1004,2268
580,NVIDIA GeForce RTX 2080 Ti,11,1350,1560,268,250,600,1004,2269
581,NVIDIA GeForce RTX 2080 Ti,11,1350,1815,310,250,600,1004,2270
582,NVIDIA GeForce RTX 2080 Ti,11,1350,1665,304.7,250,600,1004,2271
583,NVIDIA GeForce RTX 2080 Ti,11,1350,1560,304.7,250,600,1004,2272
584,NVIDIA GeForce RTX 2080 Ti,11,1350,1560,304.7,250,600,1004,2273
585,NVIDIA GeForce RTX 2080 Ti,11,1350,1665,304.7,250,600,1004,2274
586,NVIDIA GeForce RTX 2080 Ti,11,1350,1665,269,250,600,1004,2275
587,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,270,250,600,1004,2276
588,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,301.92,250,600,1004,2277
589,NVIDIA GeForce RTX 2080 Ti,11,1350,1755,301.925,250,600,1004,2278
590,NVIDIA GeForce RTX 2080 Ti,11,1350,1755,290.83,250,600,1004,2279
591,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,265.63,250,600,1004,2280
592,NVIDIA GeForce RTX 2080 Ti,11,1350,1770,290.83,250,600,1004,2281
593,NVIDIA GeForce RTX 2080 Ti,11,1350,1635,270,250,600,1004,2282
594,NVIDIA GeForce RTX 2080 Ti,11,1350,1635,269.2,250,600,1004,2283
595,NVIDIA GeForce RTX 2080 Ti,11,1350,1650,270,250,600,1004,2284
596,NVIDIA GeForce RTX 2080 Ti,11,1350,1650,269.83,250,600,1004,2285
597,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,292,250,600,1004,2286
598,NVIDIA GeForce RTX 2080 Ti,11,1350,1650,292,250,600,1004,2287
599,NVIDIA GeForce RTX 2080 Ti,11,1350,1635,330,250,600,1004,2288
600,NVIDIA GeForce RTX 2080 Ti,11,1350,1740,320,250,600,1004,2289
601,NVIDIA GeForce RTX 2080 Ti,11,1545,1695,290,250,600,1004,2290
602,NVIDIA GeForce RTX 2080 Ti,11,1350,1770,290,250,600,1004,2291
603,NVIDIA GeForce RTX 2080 Ti,11,1545,1770,290,250,600,1004,2292
604,NVIDIA GeForce RTX 2080 Ti,11,1350,1770,286.5,250,600,1004,2293
605,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,272,250,600,1004,2294
606,NVIDIA GeForce RTX 2080 Ti,11,1545,1545,280.35,250,600,1004,2295
607,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,281,250,600,1004,2296
608,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,272,250,600,1004,2297
609,NVIDIA GeForce RTX 2080 Ti,11,1350,1695,268,250,600,1004,2298
610,NVIDIA GeForce RTX 2080 Ti,11,1350,1695,268,250,600,1004,2299
611,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,268,250,600,1004,2300
612,NVIDIA GeForce RTX 2080 Ti,11,1350,1665,314,250,600,1004,2301
613,NVIDIA GeForce RTX 2080 Ti,11,1350,1635,327,250,600,1004,2302
614,NVIDIA GeForce RTX 2080 Ti,11,1350,1755,327,250,600,1004,2303
615,NVIDIA GeForce RTX 2080 Ti,11,1350,1575,328,250,600,1004,2304
616,NVIDIA GeForce RTX 2080 Ti,11,1350,1770,328,250,600,1004,2305
617,NVIDIA GeForce RTX 2080 Ti,11,1350,1755,268,250,600,1004,2306
618,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,268,250,600,1004,2307
619,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,268,250,600,1004,2308
620,NVIDIA GeForce RTX 2080 Ti,11,1350,1635,268,250,600,1004,2309
621,NVIDIA GeForce RTX 2080 Ti,11,1350,1635,268,250,600,1004,2310
622,NVIDIA GeForce RTX 2080 Ti,11,1350,1575,268,250,600,1004,2311
623,NVIDIA GeForce RTX 2080 Ti,11,1350,1635,267,250,600,1004,2312
624,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,292,250,600,1004,2313
625,NVIDIA GeForce RTX 2080 Ti,11,1350,1575,292,250,600,1004,2314
626,NVIDIA GeForce RTX 2080 Ti,11,1350,1650,292,250,600,1004,2315
627,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,269,250,600,1004,2316
628,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,267,250,600,1004,2317
629,NVIDIA GeForce RTX 2080 Ti,11,1350,1635,301.752,250,600,1004,2318
630,NVIDIA GeForce RTX 2080 Ti,11,1545,1815,324,250,600,1004,2319
631,NVIDIA GeForce RTX 2080 Ti,11,1350,1665,298,250,600,1004,2320
632,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,268,250,600,1004,2321
633,NVIDIA GeForce RTX 2080 Ti,11,1350,1665,308,250,600,1004,2322
634,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,308,250,600,1004,2323
635,NVIDIA GeForce RTX 2080 Ti,11,1350,1545,268,250,600,1004,2324
636,NVIDIA GeForce RTX 3060,12,1320,1545,200,170,450,744,2325
637,NVIDIA GeForce RTX 3060,12,1320,1545,200,170,450,744,2326
638,NVIDIA GeForce RTX 3060,12,1320,1545,300,170,450,744,2327
639,NVIDIA GeForce RTX 3060,12,1320,1545,300,170,450,744,2328
640,NVIDIA GeForce RTX 3060,12,1320,1545,301,170,450,744,2329
641,NVIDIA GeForce RTX 3060,12,1320,1777,201.8,170,450,744,2330
642,NVIDIA GeForce RTX 3060,12,1320,1882,201.8,170,450,744,2331
643,NVIDIA GeForce RTX 3060,12,1320,1777,245,170,450,744,2332
644,NVIDIA GeForce RTX 3060,12,1320,1792,256,170,450,744,2333
645,NVIDIA GeForce RTX 3060,12,1320,1822,299,170,450,744,2334
646,NVIDIA GeForce RTX 3060,12,1320,1867,296,170,450,744,2335
647,NVIDIA GeForce RTX 3060,12,1320,1777,242,170,450,744,2336
648,NVIDIA GeForce RTX 3060,12,1320,1807,242,170,450,744,2337
649,NVIDIA GeForce RTX 3060,12,1320,1837,282,170,450,744,2338
650,NVIDIA GeForce RTX 3060,12,1320,1837,280,170,450,744,2339
651,NVIDIA GeForce RTX 3060,12,1320,1792,258,170,450,744,2340
652,NVIDIA GeForce RTX 3060,12,1320,1822,299,170,450,744,2341
653,NVIDIA GeForce RTX 3060,12,1320,1837,276,170,450,744,2342
654,NVIDIA GeForce RTX 3060,12,1320,1777,235,170,450,744,2343
655,NVIDIA GeForce RTX 3060,12,1320,1807,235,170,450,744,2344
656,NVIDIA GeForce RTX 3060,12,1320,1807,245,170,450,744,2345
657,NVIDIA GeForce RTX 3060,12,1320,1807,245,170,450,744,2346
658,NVIDIA GeForce RTX 3060,12,1320,1808,170,170,450,744,2347
659,NVIDIA GeForce RTX 3060,12,1320,1809,170,170,450,744,2348
660,NVIDIA GeForce RTX 3060,12,1320,1810,258.826,170,450,744,2349
661,NVIDIA GeForce RTX 3060,12,1320,1811,169.926,170,450,744,2350
662,NVIDIA GeForce RTX 3060,12,1320,1812,246.888,170,450,744,2351
663,NVIDIA GeForce RTX 3060,12,1320,1867,231.9,170,450,744,2352
664,NVIDIA GeForce RTX 3060,12,1320,1777,224.1,170,450,744,2353
665,NVIDIA GeForce RTX 3060,12,1320,1807,224.1,170,450,744,2354
666,NVIDIA GeForce RTX 3060 Ti,8,1410,1695,269,200,550,923,2355
667,NVIDIA GeForce RTX 3060 Ti,8,1410,1710,200,200,550,923,2356
668,NVIDIA GeForce RTX 3060 Ti,8,1410,1740,269,200,550,923,2357
669,NVIDIA GeForce RTX 3060 Ti,8,1410,1785,275,200,550,923,2358
670,NVIDIA GeForce RTX 3060 Ti,8,1410,1890,318.5,200,550,923,2359
671,NVIDIA GeForce RTX 3060 Ti,8,1410,1695,301,200,550,923,2360
672,NVIDIA GeForce RTX 3060 Ti,8,1410,1785,301,200,550,923,2361
673,NVIDIA GeForce RTX 3060 Ti,8,1410,1710,285.37,200,550,923,2362
674,NVIDIA GeForce RTX 3060 Ti,8,1410,1800,285.37,200,550,923,2363
675,NVIDIA GeForce RTX 3060 Ti,8,1410,1710,201.8,200,550,923,2364
