id,brand,name,price,quantity
2246,Inno3D,JET,2518.60,67
2247,Inno3D,Twin X2 OC,2775.60,59
2248,KFA2,EX,2441.50,54
2249,KFA2,Work The Frames Edition,2749.90,78
2250,MSI,AERO,2441.50,66
2251,MSI,GAMING TRIO,2492.90,23
2252,MSI,GAMING X TRIO,2441.50,19
2253,MSI,SEA HAWK X,2647.10,9
2254,MSI,VENTUS,2827.00,57
2255,MSI,VENTUS OC,2467.20,67
2256,MSI,VENTUS XS OC,2801.30,14
2257,NVIDIA,Founders Edition,2621.40,63
2258,Palit,GameRock,2570.00,23
2259,Palit,GP OC,2441.50,12
2260,Palit,WGRP,2492.90,58
2261,Palit,White GameRock,2544.30,38
2262,PNY,Blower,2749.90,7
2263,PNY,XLR8 Gaming Overclocked Edition,2570.00,68
2264,Zotac,AMP Extreme,2724.20,31
2265,Zotac,GAMING,2544.30,10
2266,Zotac,GAMING AMP,2801.30,32
2267,Asus,DUAL,3059.00,47
2268,Asus,DUAL Advanced,3220.00,49
2269,Asus,DUAL OC,3413.20,11
2270,Asus,MATRIX,3348.80,5
2271,Asus,STRIX Black Ops 4 Edition,3284.40,86
2272,Asus,STRIX GAMING,3123.40,25
2273,Asus,STRIX GAMING Advanced,3252.20,80
2274,Asus,STRIX GAMING OC,3220.00,8
2275,Asus,Turbo,3445.40,20
2276,EVGA,Black,3187.80,6
2277,EVGA,FTW3 GAMING,3059.00,43
2278,EVGA,FTW3 ULTRA GAMING,3381.00,76
2279,EVGA,FTW3 ULTRA HYBRID GAMING,3187.80,7
2280,EVGA,GAMING,3445.40,56
2281,EVGA,K|NGP|N GAMING,3445.40,53
2282,EVGA,XC GAMING,3381.00,85
2283,EVGA,XC HYBRID GAMING,3348.80,17
2284,EVGA,XC ULTRA GAMING,3059.00,35
2285,EVGA,XC2 ULTRA GAMING,3155.60,2
2286,Gainward,Phoenix,3252.20,82
2287,Gainward,Phoenix GS,3477.60,3
2288,GALAX,HOF,3413.20,28
2289,GALAX,HOF 10th Anniversary Edition,3381.00,53
2290,Gigabyte,AORUS,3509.80,17
2291,Gigabyte,AORUS XTREME,3091.20,19
2292,Gigabyte,AORUS XTREME WATERFORCE,3509.80,58
2293,Gigabyte,GAMING OC,3059.00,70
2294,Gigabyte,TURBO,3091.20,79
2295,Gigabyte,WINDFORCE,3123.40,93
2296,Gigabyte,WINDFORCE OC,3059.00,5
2297,Inno3D,GAMING OC,3284.40,41
2298,Inno3D,iChill Black,3091.20,1
2299,Inno3D,Twin X2,3155.60,31
2300,MSI,AERO,3542.00,82
2301,MSI,DUKE,3091.20,17
2302,MSI,GAMING TRIO,3445.40,27
2303,MSI,GAMING X TRIO,3187.80,93
2304,MSI,LIGHTNING,3445.40,88
2305,MSI,LIGHTNING Z,3059.00,76
2306,MSI,SEA HAWK X,3123.40,79
2307,MSI,VENTUS,3445.40,97
2308,MSI,VENTUS GP,3187.80,54
2309,MSI,VENTUS GP OC,3187.80,27
2310,MSI,VENTUS OC,3252.20,37
2311,MSI,VENTUS OCV1,3316.60,77
2312,NVIDIA,Founders Edition,3316.60,78
2313,Palit,Dual,3252.20,85
2314,Palit,GamingPro,3155.60,41
2315,Palit,GamingPro OC,3155.60,72
2316,Palit,X,3348.80,69
2317,PNY,Blower,3542.00,62
2318,PNY,XLR8 Gaming Overclocked Edition,3187.80,42
2319,Zotac,AMP Extreme,3381.00,13
2320,Zotac,AMP MAXX,3059.00,29
2321,Zotac,Blower,3316.60,44
2322,Zotac,GAMING AMP,3316.60,34
2323,Zotac,GAMING Triple Fan,3284.40,62
2324,Zotac,Twin,3445.40,12
2325,Asus,DUAL,1543.97,59
2326,Asus,DUAL OC,1603.93,32
2327,Asus,ROG STRIX GAMING,1513.99,18
2328,Asus,ROG STRIX GAMING OC,1513.99,74
2329,Asus,TUF GAMING OC,1633.91,85
2330,EVGA,XC BLACK GAMING,1469.02,81
2331,EVGA,XC GAMING,1513.99,91
2332,Gainward,Ghost,1603.93,19
2333,GALAX,(1-click OC),1484.01,26
2334,GALAX,EX (1-Click OC),1648.90,11
2335,Gigabyte,GIGABYTE AORUS,1454.03,1
2336,Gigabyte,GIGABYTE GeForce EAGLE,1424.05,41
2337,Gigabyte,GIGABYTE GeForce EAGLE OC,1454.03,97
2338,Gigabyte,GIGABYTE GeForce GAMING OC,1513.99,27
2339,Gigabyte,GIGABYTE GeForce VISION OC,1633.91,83
2340,KFA2,(1-Click OC),1588.94,92
2341,KFA2,EX (1-Click OC),1618.92,23
2342,MSI,GAMING X,1528.98,92
2343,MSI,VENTUS 2X,1484.01,9
2344,MSI,VENTUS 2X OC,1633.91,78
2345,Palit,Dual,1618.92,43
2346,Palit,Dual OC,1588.94,46
2347,Palit,StormX,1454.03,50
2348,Palit,StormX OC,1469.02,19
2349,PNY,UPRISING,1484.01,95
2350,PNY,XLR8 Gaming REVEL EPIC-X RGB,1543.97,46
2351,PNY,XLR8 Gaming REVEL EPIC-X RGB Dual Fan,1469.02,87
2352,Zotac,GAMING AMP,1633.91,8
2353,Zotac,GAMING Twin Edge,1618.92,25
2354,Zotac,GAMING Twin Edge OC,1454.03,50
2355,Asus,DUAL,1979.01,53
2356,Asus,DUAL MINI OC,1959.02,74
2357,Asus,DUAL OC,1899.05,70
2358,Asus,KO OC,2198.90,30
2359,Asus,ROG STRIX GAMING OC,2198.90,90
2360,Asus,TUF GAMING,2198.90,80
2361,Asus,TUF GAMING OC,2078.96,9
2362,EVGA,FTW3 GAMING iCX3,1919.04,2
2363,EVGA,FTW3 ULTRA GAMING iCX3,1979.01,75
2364,EVGA,XC GAMING,2198.90,72
2365,GALAX,(1-click OC),1919.04,1
2366,GALAX,EX (1-Click OC),1979.01,99
2367,GALAX,EX White (1-Click OC),1979.01,42
2368,Gigabyte,AORUS MASTER,2158.92,61
2369,Gigabyte,EAGLE,2038.98,60
2370,Gigabyte,EAGLE OC,2098.95,89
2371,Gigabyte,GAMING OC,1999.00,51
2372,Gigabyte,GAMING OC PRO,1999.00,84
2373,Gigabyte,Vision OC,1939.03,9
2374,Inno3D,iChill X3 RED,2058.97,85
2375,Inno3D,Twin X2,2118.94,29
2376,Inno3D,Twin X2 OC,1999.00,67
2377,KFA2,(1-Click OC),1939.03,47
2378,KFA2,EX (1-Click OC),2118.94,62
2379,KFA2,EX White (1-Click OC),2018.99,68
2380,MSI,GAMING TRIO,2058.97,10
2381,MSI,GAMING X TRIO,1979.01,41
2382,MSI,TWIN FAN,2078.96,81
2383,MSI,TWIN FAN OC,2078.96,7
2384,MSI,VENTUS 2X,2078.96,88
2385,MSI,VENTUS 2X OC,1899.05,37
2386,MSI,VENTUS 3X,2178.91,43
2387,MSI,VENTUS 3X OC,2018.99,45
2388,NVIDIA,Founders Edition,2078.96,61
2389,Palit,Dual,2198.90,13
2390,Palit,Dual OC,1979.01,40
2391,Palit,GamingPro,2038.98,50
2392,Palit,GamingPro OC,1959.02,58
2393,PNY,UPRISING,2038.98,24
2394,PNY,XLR8 Gaming REVEL EPIC-X RGB,1979.01,30
2395,Zotac,Twin Edge,2118.94,34
2396,Zotac,Twin Edge OC,1919.04,41
2397,Asus,DUAL,2289.20,90
2398,Asus,DUAL OC,2242.00,63
2399,Asus,KO Gaming OC,2454.40,34
2400,Asus,ROG STRIX GAMING OC,2265.60,98
2401,Asus,STRIX GAMING,2454.40,72
2402,Asus,TUF GAMING OC,2596.00,5
2403,Colorful,iGame Advanced OC-V,2242.00,97
2404,EVGA,FTW3 GAMING,2336.40,67
2405,EVGA,FTW3 ULTRA GAMING,2430.80,24
2406,EVGA,XC3 BLACK GAMING,2454.40,18
2407,EVGA,XC3 GAMING,2360.00,15
2408,EVGA,XC3 ULTRA GAMING,2501.60,28
2409,GALAX,EX,2265.60,47
2410,GALAX,EX Gamer,2478.00,58
2411,GALAX,EX Gamer White,2501.60,70
2412,GALAX,EX White,2478.00,70
2413,GALAX,SG,2242.00,12
2414,Gigabyte,AORUS MASTER,2572.40,38
2415,Gigabyte,EAGLE,2501.60,93
2416,Gigabyte,EAGLE OC,2383.60,77
2417,Gigabyte,GAMING OC,2548.80,64
2418,Gigabyte,Vision OC,2407.20,59
2419,Inno3D,iChill X3,2548.80,19
2420,Inno3D,iChill X4,2572.40,77
2421,KFA2,EX,2525.20,93
2422,KFA2,EX Gamer,2548.80,73
2423,KFA2,SG,2336.40,12
2424,MSI,GAMING X TRIO,2548.80,24
2425,MSI,SUPRIM,2430.80,34
2426,MSI,SUPRIM X,2289.20,22
2427,MSI,VENTUS 2X,2407.20,82
2428,MSI,VENTUS 2X OC,2242.00,20
2429,MSI,VENTUS 3X,2360.00,12
2430,MSI,VENTUS 3X OC,2312.80,18
2431,NVIDIA,Founders Edition,2336.40,46
2432,Palit,GameRock,2501.60,64
2433,Palit,GameRock OC,2478.00,96
2434,Palit,GamingPro,2289.20,100
2435,Palit,GamingPro OC,2289.20,57
2436,Palit,JetStream,2265.60,88
2437,Palit,JetStream OC,2548.80,45
2438,PNY,UPRISING,2572.40,29
2439,PNY,XLR8 Gaming REVEL EPIC-X RGB,2407.20,69
2440,Zotac,GAMING AMP Holo,2548.80,90
2441,Zotac,GAMING Twin Edge,2265.60,24
2442,Zotac,GAMING Twin Edge OC,2360.00,10
2443,Asus,ROG STRIX WHITE OC,3181.60,16
2444,Asus,STRIX GAMING,3345.60,25
2445,Asus,STRIX GAMING OC,3575.20,11
2446,Asus,TUF GAMING,3444.00,66
2447,Asus,TUF GAMING OC,3181.60,13
2448,Asus,Turbo,3542.40,18
2449,EVGA,FTW3 GAMING,3247.20,24
2450,EVGA,FTW3 ULTRA GAMING,3148.80,80
2451,EVGA,FTW3 ULTRA HYBRID GAMING,3280.00,99
2452,EVGA,XC3 BLACK GAMING,3345.60,59
2453,EVGA,XC3 GAMING,3378.40,29
2454,EVGA,XC3 ULTRA GAMING,3608.00,18
2455,EVGA,XC3 ULTRA HYBRID GAMING,3444.00,83
2456,GALAX,EX,3378.40,79
2457,GALAX,SG,3542.40,48
2458,Gigabyte,AORUS MASTER,3509.60,6
2459,Gigabyte,AORUS XTREME,3542.40,53
2460,Gigabyte,AORUS XTREME WATERFORCE,3509.60,86
2461,Gigabyte,EAGLE OC,3345.60,37
2462,Gigabyte,GAMING OC,3280.00,20
2463,Gigabyte,TURBO,3575.20,94
2464,Gigabyte,Vision OC,3575.20,54
2465,Inno3D,iChill X4,3411.20,31
2466,KFA2,EX Gamer,3542.40,6
2467,KFA2,SG,3116.00,93
2468,MSI,GAMING TRIO,3345.60,66
2469,MSI,GAMING X TRIO,3345.60,40
2470,MSI,SUPRIM,3542.40,61
2471,MSI,SUPRIM X,3608.00,47
2472,MSI,VENTUS 3X,3181.60,36
2473,MSI,VENTUS 3X OC,3312.80,74
2474,NVIDIA,Founders Edition,3542.40,12
2475,Palit,GameRock,3214.40,19
2476,Palit,GamingPro,3411.20,94
2477,Palit,GamingPro OC,3280.00,27
2478,PNY,XLR8 Gaming REVEL EPIC-X RGB,3509.60,73
2479,Zotac,GAMING AMP Holo,3542.40,92
2480,Zotac,GAMING Trinity,3148.80,15
2481,Zotac,GAMING Trinity OC,3411.20,50
2482,Asus,ROG STRIX WHITE OC,7800.00,42
2483,Asus,STRIX GAMING,7800.00,48
2484,Asus,STRIX GAMING OC,8268.00,47
2485,Asus,TUF GAMING,8190.00,15
2486,Asus,TUF GAMING OC,7956.00,38
2487,Asus,Turbo,8502.00,63
2488,EVGA,FTW3 GAMING,7722.00,33
2489,EVGA,FTW3 ULTRA GAMING,7566.00,46
2490,EVGA,FTW3 ULTRA HYBRID GAMING,8268.00,74
2491,EVGA,K|NGP|N HYBRID GAMING,8034.00,96
2492,EVGA,XC3 BLACK GAMING,7722.00,88
2493,EVGA,XC3 GAMING,8190.00,72
2494,EVGA,XC3 ULTRA GAMING,7800.00,72
2495,EVGA,XC3 ULTRA HYBRID GAMING,8502.00,93
2496,Gainward,Phantom,7956.00,31
2497,Gainward,Phantom GS,8346.00,96
2498,Gainward,Phoenix,8424.00,33
2499,Gainward,Phoenix GS,8580.00,30
2500,GALAX,EX,7722.00,49
2501,GALAX,SG,7410.00,99
2502,Gigabyte,AORUS MASTER,7956.00,5
2503,Gigabyte,AORUS XTREME,7722.00,31
2504,Gigabyte,AORUS XTREME WATERFORCE,7644.00,22
2505,Gigabyte,GV-N3090GAMING OC-24GD,8346.00,96
2506,Gigabyte,TURBO,7722.00,81
2507,Gigabyte,Vision OC,7878.00,30
2508,KFA2,EX Gamer,8580.00,56
2509,KFA2,SG,8034.00,13
2510,MSI,GAMING TRIO,8268.00,70
2511,MSI,GAMING X TRIO,8580.00,5
2512,MSI,SUPRIM,7878.00,33
2513,MSI,VENTUS 3X,8034.00,32
2514,MSI,VENTUS 3X OC,7410.00,58
2515,NVIDIA,Founders Edition,7410.00,88
2516,Palit,GameRock,7488.00,46
2517,Palit,GamingPro,7956.00,86
2518,Palit,GamingPro OC,7956.00,35
2519,PNY,XLR8 Gaming EPIC-X RGB,7410.00,4
2520,Zotac,GAMING Trinity,8190.00,62
2521,ASRock,Challenger D OC,820.80,86
2522,ASRock,Challenger ITX,837.90,86
2523,ASRock,Phantom Gaming D OC,855.00,57
2524,Asus,DUAL EVO OC,872.10,16
2525,Asus,STRIX GAMING OC,897.75,20
2526,Gigabyte,GAMING OC,837.90,18
2527,Gigabyte,OC,812.25,7
2528,MSI,GAMING,914.85,72
2529,MSI,GAMING X,931.95,16
2530,MSI,MECH,837.90,12
2531,MSI,MECH OC,897.75,58
2532,PowerColor,AXRX 5500 XT 4GBD6-3DH,863.55,10
2533,PowerColor,Red Dragon,855.00,64
2534,Sapphire,NITRO+ SE,837.90,89
2535,Sapphire,PULSE,846.45,9
2536,VisionTek,901315,829.35,61
2537,VisionTek,901316,829.35,49
2538,XFX,THICC II Pro,846.45,65
2539,ASRock,Challenger D OC,1300.00,52
2540,ASRock,Challenger Pro OC,1312.50,87
2541,ASRock,Phantom Gaming D OC,1375.00,1
2542,Asus,DUAL EVO TOP,1250.00,83
2543,Asus,STRIX GAMING OC,1275.00,69
2544,Asus,TUF Gaming X3 EVO OC,1225.00,31
2545,Gigabyte,GAMING OC,1375.00,75
2546,Gigabyte,WINDFORCE OC,1375.00,88
2547,Gigabyte,WINDFORCE OC Rev 2.0,1350.00,13
2548,MSI,GAMING,1337.50,6
2549,MSI,GAMING MX,1262.50,54
2550,MSI,GAMING X,1262.50,31
2551,MSI,MECH,1237.50,26
2552,MSI,MECH OC,1300.00,62
2553,PowerColor,AXRX 5600 ITX 6GBD6-2DH,1312.50,23
2554,PowerColor,AXRX 5600XT 6GBD6-3DH/OC,1262.50,22
2555,PowerColor,Red Devil,1300.00,89
2556,PowerColor,Red Dragon,1287.50,96
2557,Sapphire,PULSE,1212.50,38
2558,Sapphire,PULSE BE,1225.00,3
2559,XFX,THICC II Pro,1300.00,66
2560,XFX,THICC III Pro,1300.00,35
2561,XFX,THICC III Ultra,1300.00,50
2562,ASRock,Phantom Gaming D,504.70,56
2563,ASRock,Phantom Gaming X,519.40,34
2564,Asus,AREZ Expedition,524.30,16
2565,Asus,AREZ STRIX OC,485.10,92
2566,Asus,Expedition,494.90,42
2567,Asus,ROG STRIX,470.40,68
2568,Asus,STRIX GAMING OC,504.70,14
2569,Gigabyte,AORUS,514.50,68
2570,Gigabyte,GAMING,485.10,27
2571,Gigabyte,GAMING 8G,519.40,99
2572,Gigabyte,GAMING MI,504.70,22
2573,MSI,ARMOR,485.10,89
2574,MSI,ARMOR OC,490.00,99
2575,MSI,ARMOR OCV1,534.10,67
2576,MSI,GAMING,470.40,37
2577,MSI,GAMING X,529.20,39
2578,MSI,GT OC,514.50,31
2579,PowerColor,AXRX 570 8GBD5-3DHD/OC,465.50,4
2580,PowerColor,AXRX 570 8GBD5-DM,480.20,2
2581,PowerColor,Red Devil,539.00,61
2582,PowerColor,Red Dragon,534.10,89
2583,Sapphire,NITRO+,514.50,62
2584,Sapphire,PULSE,504.70,31
2585,Sapphire,PULSE ITX,514.50,100
2586,Sapphire,PULSE UEFI,490.00,34
2587,VisionTek,900961,499.80,29
2588,XFX,Black Edition,524.30,63
2589,XFX,RS,475.30,59
2590,XFX,RS XXX,524.30,90
2591,XFX,RX-570P8DBDR,514.50,33
2592,XFX,RX-570P8DFD6,509.60,81
2593,XFX,XXX,480.20,38
2594,ASRock,Challenger D OC,1550.00,100
2595,ASRock,Phantom Gaming D OC,1503.50,95
2596,ASRock,Radeon RX 5700 8G,1689.50,73
2597,Asus,DUAL EVO OC,1565.50,66
2598,Asus,RX5700-8G,1627.50,46
2599,Asus,STRIX GAMING OC,1581.00,81
2600,Asus,TUF Gaming X3 OC,1550.00,28
2601,Gigabyte,GAMING OC,1658.50,74
2602,Gigabyte,GV-R57-8GD-B,1627.50,66
2603,HIS,HS-57LR8SSNR,1550.00,42
2604,MSI,EVOKE,1658.50,80
2605,MSI,EVOKE OC,1627.50,1
2606,MSI,GAMING,1503.50,79
2607,MSI,GAMING X,1581.00,60
2608,MSI,MECH,1503.50,82
2609,MSI,MECH OC,1689.50,24
2610,MSI,Radeon RX 5700 8G,1581.00,45
2611,MSI,RX 5700 8G,1596.50,39
2612,PowerColor,AXRX 5700 8GBD6-3DH/OC,1581.00,97
2613,PowerColor,AXRX 5700 8GBD6-M3DH,1596.50,6
2614,PowerColor,ITX 2DH,1503.50,93
2615,PowerColor,Red Devil,1643.00,56
2616,PowerColor,Red Dragon,1472.50,86
2617,Sapphire,21294-01-20G,1627.50,98
2618,Sapphire,21294-01-40G,1550.00,71
2619,Sapphire,PULSE,1627.50,27
2620,VisionTek,901281,1503.50,21
2621,XFX,DD Ultra,1705.00,76
2622,XFX,RX-57XL8MFG6,1581.00,66
2623,XFX,RX-57XL8MFGR,1488.00,75
2624,ASRock,Challenger D OC,1706.90,2
2625,ASRock,Challenger Pro OC,1622.40,22
2626,ASRock,Phantom Gaming D OC,1723.80,54
2627,ASRock,Radeon RX 5700 XT 8G,1605.50,46
2628,ASRock,RX5700 XT 8G,1723.80,36
2629,ASRock,Taichi X OC+,1673.10,45
2630,Asus,RX5700XT-8G,1639.30,67
2631,Asus,STRIX GAMING OC,1825.20,90
2632,Asus,TUF Gaming X3 EVO OC,1723.80,56
2633,Asus,TUF Gaming X3 OC,1622.40,82
2634,Gigabyte,AORUS,1656.20,29
2635,Gigabyte,GAMING OC,1723.80,60
2636,Gigabyte,GV-R57XT-8GD-B,1656.20,77
2637,Gigabyte,GV-R57XTGAMING OC-8GD REV2.0,1842.10,20
2638,HIS,HS-57XR8SSBR,1656.20,87
2639,MSI,EVOKE,1825.20,35
2640,MSI,EVOKE OC,1808.30,28
2641,MSI,GAMING,1690.00,42
2642,MSI,GAMING X,1859.00,82
2643,MSI,MECH,1673.10,79
2644,MSI,MECH OC,1639.30,51
2645,MSI,Radeon RX 5700 XT 8G,1791.40,21
2646,MSI,RX 5700 XT 8G,1639.30,19
2647,PowerColor,AXRX 5700XT 8GBD6-3DH,1757.60,5
2648,PowerColor,AXRX 5700XT 8GBD6-M3DH,1842.10,98
2649,PowerColor,Red Devil,1673.10,88
2650,PowerColor,Red Dragon,1757.60,62
2651,Sapphire,21293-01-40G,1740.70,24
2652,Sapphire,NITRO+,1723.80,32
2653,Sapphire,NITRO+ SE,1859.00,95
2654,Sapphire,PULSE,1774.50,68
2655,VisionTek,50th anniversary edition,1808.30,24
2656,VisionTek,901280,1842.10,42
2657,XFX,DD,1639.30,61
2658,XFX,RAW II,1774.50,55
2659,XFX,RX-57XT8MFD6,1842.10,55
2660,XFX,RX-57XT8MFDR,1622.40,6
2661,XFX,THICC II,1757.60,22
2662,XFX,THICC II Ultra,1639.30,54
2663,XFX,THICC III Ultra,1757.60,20
2664,XFX,THICC III Ultra 2,1622.40,57
2665,XFX,Triple Dissipation,1757.60,96
2666,ASRock,Phantom Gaming D,570.00,45
2667,ASRock,Phantom Gaming X,612.00,8
2668,Asus,AREZ Dual OC,570.00,8
2669,Asus,AREZ STRIX OC,606.00,23
2670,Asus,DUAL,612.00,71
2671,Asus,ROG STRIX,600.00,83
2672,Asus,ROG STRIX TOP,594.00,10
2673,Asus,STRIX,594.00,42
2674,Diamond,RX580D58G,618.00,4
2675,Gigabyte,AORUS,606.00,71
2676,Gigabyte,AORUS XTREME,600.00,71
2677,Gigabyte,GAMING,630.00,89
2678,Gigabyte,GAMING 8G,642.00,18
2679,Gigabyte,GAMING MI,612.00,58
2680,MSI,ARMOR,606.00,98
2681,MSI,ARMOR MK2 OC,594.00,6
2682,MSI,ARMOR OC,600.00,32
2683,MSI,ARMOR X,576.00,35
2684,MSI,GAMING,648.00,20
2685,MSI,GAMING X,582.00,73
2686,MSI,GAMING X+,606.00,27
2687,MSI,GT,600.00,91
2688,MSI,RX 580 8G,630.00,10
2689,MSI,RX 580 8G V1,600.00,93
2690,PowerColor,AXRX 580 8GBD5-3DHDV2/OC,582.00,87
2691,PowerColor,Red Devil,582.00,56
2692,PowerColor,Red Devil Golden Sample,570.00,77
2693,PowerColor,Red Dragon,654.00,63
2694,Sapphire,NITRO+,570.00,7
2695,Sapphire,PULSE,588.00,11
2696,XFX,Black Edition,618.00,42
2697,XFX,DD,600.00,85
2698,XFX,GTR XXX,612.00,67
2699,XFX,GTR-S,642.00,55
2700,XFX,GTS,648.00,11
2701,XFX,GTS XXX,648.00,93
2702,XFX,RX-580P427D6,618.00,98
2703,ASRock,Challenger D,2528.90,84
2704,ASRock,Challenger Pro OC,2276.01,13
2705,ASRock,Phantom Gaming D OC,2344.98,91
2706,ASRock,Radeon RX6700XT 12G,2505.91,26
2707,Asus,DUAL,2184.05,27
2708,Asus,ROG STRIX GAMING OC,2528.90,60
2709,Asus,TUF GAMING OC,2505.91,77
2710,Gigabyte,AORUS ELITE,2321.99,2
2711,Gigabyte,EAGLE,2390.96,47
2712,Gigabyte,GAMING OC,2253.02,47
2713,Gigabyte,GV-R67XT-12GD-B,2321.99,41
2714,MSI,GAMING,2390.96,70
2715,MSI,GAMING X,2436.94,82
2716,MSI,MECH 2X,2230.03,41
2717,MSI,MECH 2X OC,2344.98,21
2718,MSI,Radeon RX 6700 XT 12G,2528.90,42
2719,Sapphire,11306-01-20G,2184.05,94
2720,Sapphire,PULSE,2436.94,67
2721,XFX,RX-67TMYDFD8,2482.92,70
2722,XFX,Speedster MERC 319 Black,2390.96,31
2723,ASRock,Challenger Pro OC,2832.00,43
2724,ASRock,Phantom Gaming D OC,3127.00,83
2725,ASRock,Radeon RX 6800 16G,2979.50,72
2726,Asus,RX6800-16G,2920.50,53
2727,Asus,STRIX GAMING OC,2920.50,44
2728,Asus,TUF GAMING OC,2920.50,67
2729,Gigabyte,GAMING OC,2832.00,14
2730,Gigabyte,GV-R68-16GC-B,2920.50,7
2731,MSI,Radeon RX 6800 16G,3215.50,74
2732,PowerColor,AXRX-6800-16GBD6-M2DHC,3127.00,45
2733,PowerColor,Fighter OC,2979.50,90
2734,PowerColor,Red Devil Limited Edition OC,3038.50,87
2735,PowerColor,Red Devil OC,3245.00,34
2736,PowerColor,Red Dragon OC,3245.00,27
2737,Sapphire,21305-01-20G,3009.00,42
2738,Sapphire,NITRO+,3097.50,77
2739,Sapphire,PULSE,3245.00,90
2740,XFX,RX-68LMATFD8,2861.50,33
2741,AMD,100-438370,3216.51,93
2742,ASRock,Phantom Gaming D OC,3249.00,30
2743,ASRock,Radeon RX 6800 XT 16G,3573.90,57
2744,ASRock,Taichi X OC,3573.90,36
2745,Asus,RX6800XT-16G,3184.02,60
2746,Asus,STRIX LC GAMING OC,3476.43,75
2747,Asus,TUF-RX6800XT-O16G-GAMING,3378.96,33
2748,Gigabyte,GAMING OC,3476.43,7
2749,Gigabyte,GV-R68XT-16GC-B,3443.94,32
2750,MSI,GAMING X TRIO,3216.51,99
2751,PowerColor,AXRX 6800XT 16GBD6-M2DHC,3541.41,71
2752,PowerColor,Red Devil Limited Edition,3378.96,22
2753,PowerColor,Red Devil OC,3508.92,13
2754,PowerColor,Red Dragon OC,3216.51,85
2755,Sapphire,21304-01-20g,3281.49,84
2756,Sapphire,NITRO+,3151.53,95
2757,Sapphire,NITRO+ SE,3216.51,5
2758,Sapphire,PULSE,3476.43,33
2759,XFX,RX-68XTACBD9,3151.53,86
2760,XFX,Speedster MERC 319 CORE,3378.96,15
2761,ASRock,Phantom Gaming D OC,4849.03,58
2762,ASRock,RX6900XT 16G,4949.01,18
2763,Asus,RX6900XT-16G,4799.04,52
2764,Asus,STRIX LC GAMING OC,5398.92,67
2765,Asus,TUF GAMING OC,4949.01,94
2766,Gigabyte,GV-R69XT-16GC-B,4899.02,1
2767,MSI,RX 6900 XT 16G,5198.96,71
2768,PowerColor,AXRX 6900XT 16GBD6-M2DHC,5148.97,80
2769,PowerColor,Red Devil Limited Edition,5448.91,82
2770,Sapphire,21308-01-20G,4849.03,6
2771,Sapphire,NITRO+,4849.03,100
2772,XFX,Speedster MERC 319 Ultra,4899.02,5
2773,Cooler Master,Elite 110,383.52,48
2774,Cooler Master,Elite 130,317.09,100
2775,Fractal Design,Node 304,409.00,22
2776,Lian Li,PC-Q08,404.50,4
2777,Lian Li,PC-Q21,565.57,14
2778,Lian Li,PC-Q30,455.73,63
2779,Lian Li,PC-Q36W,1025.57,76
2780,Lian Li,PC-Q37,1164.30,53
2781,NZXT,H200i,1179.22,38
2782,NZXT,H210,399.49,68
2783,NZXT,H210i,513.70,68
2784,Phanteks,Enthoo EVOLV ITX,376.42,59
2785,Phanteks,Enthoo EVOLV SHIFT,1281.42,96
2786,Phanteks,Enthoo EVOLV SHIFT X,793.02,88
2787,Phanteks,Evolv Shift 2,527.25,9
2788,Thermaltake,Core P1,588.82,20
2789,Thermaltake,The Tower 100,486.35,84
2790,Cooler Master,MasterBox NR200,553.92,82
2791,Cooler Master,MasterBox NR200P,418.10,26
2792,Cooler Master,MasterCase H100,208.62,55
2793,Cooler Master,MasterCase H100 ARGB,271.00,29
2794,Fractal Design,Core 500,304.35,83
2795,Fractal Design,Define Nano S,289.47,2
2796,Fractal Design,Era ITX,619.66,48
2797,Lian Li,PC-Q09F,454.77,84
2798,Lian Li,TU150,527.30,15
2799,Phanteks,Enthoo EVOLV ITX TG,533.08,21
2800,Thermaltake,Core V1,203.84,41
2801,Thermaltake,Suppressor F1,483.35,68
2802,Cooler Master,MasterBox E300L,227.73,47
2803,Cooler Master,MasterBox Lite 3,215.62,15
2804,Cooler Master,MasterBox MB400L,311.99,18
2805,Cooler Master,MasterBox Q300L,208.80,84
2806,Cooler Master,MasterBox Q300P,378.47,87
2807,Cooler Master,MasterCase Pro 3,406.18,73
2808,Cooler Master,N200,252.71,24
2809,Cooler Master,Silencio S400,390.80,56
2810,Fractal Design,Core 1100,212.85,8
2811,Fractal Design,Focus G Mini,250.20,20
2812,Fractal Design,Meshify C Mini,422.70,6
2813,Lian Li,PC-V600F,793.66,49
2814,Phanteks,Enthoo EVOLV,540.09,21
2815,Phanteks,Enthoo EVOLV TG,591.05,82
2816,Thermaltake,ARMOR A30i,359.86,71
2817,Thermaltake,Core V21,304.76,42
2818,Thermaltake,S100,274.14,35
2819,Thermaltake,S100 Snow Edition,313.27,1
2820,Thermaltake,Versa H17,285.06,48
2821,Thermaltake,Versa H18,467.01,72
2822,Cooler Master,MasterBox Lite 3.1,217.35,74
2823,Cooler Master,MasterBox MB311L ARGB,272.95,1
2824,Cooler Master,MasterBox MB320L ARGB,304.40,71
2825,Cooler Master,MasterBox NR400 (w/o ODD),312.04,71
2826,Cooler Master,MasterBox NR400 (w/ODD),271.50,61
2827,Corsair,350D,396.26,9
2828,Corsair,Crystal 280X,543.63,87
2829,Corsair,Crystal 280X RGB,725.32,37
