id,brand,name,price,quantity,image
807,G.Skill,Sniper X 64 GB (4x16GB) 3000 CL16,1839,67,https://cdna.pcpartpicker.com/static/forever/images/product/68533961a8a572370909236c3cdaa183.256p.jpg
808,Corsair,Vengeance LPX 16 GB (2x8GB) 4333 CL19,1829,84,https://cdna.pcpartpicker.com/static/forever/images/product/e0a0d094fb44b7317dd181bdbc9d34bb.256p.jpg
809,G.Skill,Trident Z 16 GB (2x8GB) 4500 CL19,1829,53,https://cdna.pcpartpicker.com/static/forever/images/product/70edec2ec156798e0c52b0fec508a655.256p.jpg
810,Corsair,Vengeance RGB Pro 64 GB (4x16GB) 2666 CL16,1829,59,https://cdna.pcpartpicker.com/static/forever/images/product/46cebfcd72b0ddaea3f481aca0e935b7.256p.jpg
811,Kingston,HyperX Predator 64 GB (4x16GB) 3333 CL16,1829,96,https://cdna.pcpartpicker.com/static/forever/images/product/94a32d4e5688c7e95c8939a602ba1823.256p.jpg
812,Kingston,HyperX Fury 64 GB (2x32GB) 3600 CL18,1829,84,https://cdna.pcpartpicker.com/static/forever/images/product/681257a4252a8487aa73496ce7b55ca6.256p.jpg
813,G.Skill,Trident Z RGB 64 GB (2x32GB) 3200 CL16,1819,56,https://cdna.pcpartpicker.com/static/forever/images/product/6b52ad46fbcab3b1667cf61e60856e1d.256p.jpg
814,Crucial,Ballistix Tactical Tracer 32 GB (2x16GB) 2666 CL16,1819,54,https://cdna.pcpartpicker.com/static/forever/images/product/995ba50cde305ff8015c1c37c294bcac.256p.jpg
815,G.Skill,Ripjaws V 64 GB (2x32GB) 3600 CL18,1809,33,https://cdna.pcpartpicker.com/static/forever/images/product/9f44c54742b1eceec15bc22b511f1e50.256p.jpg
816,Team,XTREEM ARGB 32 GB (2x16GB) 3200 CL14,1799,42,https://m.media-amazon.com/images/I/414q71CvL1L.jpg
817,G.Skill,Flare X 64 GB (4x16GB) 2933 CL16,1799,36,https://cdna.pcpartpicker.com/static/forever/images/product/7c3e2b7a9e51b5988c26094b6d116f20.256p.jpg
818,Corsair,Vengeance RGB Pro 64 GB (4x16GB) 2933 CL16,1789,46,https://cdna.pcpartpicker.com/static/forever/images/product/46cebfcd72b0ddaea3f481aca0e935b7.256p.jpg
819,G.Skill,Ripjaws V Series 64 GB (4x16GB) 2666 CL15,1789,77,https://images-na.ssl-images-amazon.com/images/I/51DjDcyZyML.jpg
820,Kingston,HyperX Predator RGB 64 GB (4x16GB) 3000 CL15,1779,28,https://cdna.pcpartpicker.com/static/forever/images/product/ffb7d01f648f75ec73d6810a1b11d420.256p.jpg
821,Corsair,Vengeance RGB Pro 32 GB (2x16GB) 4000 CL18,1779,62,https://cdna.pcpartpicker.com/static/forever/images/product/73f85c9fa67d539be8df8376716fad93.256p.jpg
822,Corsair,Vengeance LPX 64 GB (4x16GB) 3200 CL16,1779,51,https://cdna.pcpartpicker.com/static/forever/images/product/45cf55b4909200ebcac34b86cf2b9874.256p.jpg
823,Corsair,Dominator Platinum 32 GB (4x8GB) 2666 CL15,1769,2,https://cdna.pcpartpicker.com/static/forever/images/product/a18df498ce92e05fcaec732ed3960cde.256p.jpg
824,Corsair,Dominator Platinum 16 GB (2x8GB) 3866 CL18,1769,31,https://cdna.pcpartpicker.com/static/forever/images/product/f7d7adda57193c3dcff18882ff69a4ca.256p.jpg
825,Kingston,HyperX Predator 64 GB (4x16GB) 3200 CL16,1769,19,https://cdna.pcpartpicker.com/static/forever/images/product/94a32d4e5688c7e95c8939a602ba1823.256p.jpg
826,Crucial,Ballistix Tactical Tracer 32 GB (4x8GB) 2666 CL16,1769,56,https://cdna.pcpartpicker.com/static/forever/images/product/995ba50cde305ff8015c1c37c294bcac.256p.jpg
827,Corsair,Vengeance RGB 32 GB (4x8GB) 3000 CL16,1759,62,https://cdna.pcpartpicker.com/static/forever/images/product/e59ab0ce88aeac608874108bb44ff2da.256p.jpg
828,G.Skill,Trident Z Royal 16 GB (2x8GB) 4600 CL18,1759,72,https://cdna.pcpartpicker.com/static/forever/images/product/9b5ba5400deede3d510555b6f01fbc7d.256p.jpg
829,G.Skill,Trident Z 32 GB (2x16GB) 3333 CL16,1749,14,https://cdna.pcpartpicker.com/static/forever/images/product/d305b58157decedae103c7e844932020.256p.jpg
830,Thermaltake,TOUGHRAM RGB 64 GB (2x32GB) 3600 CL18,1749,10,https://cdna.pcpartpicker.com/static/forever/images/product/fa3ff94ece513637a63749133bd8b188.256p.jpg
831,Kingston,HyperX Fury RGB 64 GB (4x16GB) 3200 CL16,1749,57,https://images-na.ssl-images-amazon.com/images/I/41Hj6%2BuZTsL.jpg
832,ADATA,XPG SPECTRIX D80 16 GB (2x8GB) 3200 CL16,1739,35,https://cdna.pcpartpicker.com/static/forever/images/product/649176092e4b40e6bd97ae6db7252284.256p.jpg
833,Corsair,Vengeance LPX 16 GB (2x8GB) 4400 CL19,1729,51,https://cdna.pcpartpicker.com/static/forever/images/product/e0a0d094fb44b7317dd181bdbc9d34bb.256p.jpg
834,Crucial,Ballistix MAX 32 GB (2x16GB) 4400 CL19,1719,93,https://cdna.pcpartpicker.com/static/forever/images/product/0562aa4f4eb66d634bcea10f1e7adf92.256p.jpg
835,Kingston,HyperX Fury RGB 64 GB (4x16GB) 2666 CL16,1709,32,https://images-na.ssl-images-amazon.com/images/I/41Hj6%2BuZTsL.jpg
836,Kingston,HyperX Fury RGB 64 GB (4x16GB) 3000 CL15,1709,53,https://images-na.ssl-images-amazon.com/images/I/41Hj6%2BuZTsL.jpg
837,Kingston,HyperX Fury 64 GB (4x16GB) 3200 CL16,1709,56,https://cdna.pcpartpicker.com/static/forever/images/product/681257a4252a8487aa73496ce7b55ca6.256p.jpg
838,Team,NIGHT HAWK 32 GB (2x16GB) 3000 CL16,1699,35,https://images-na.ssl-images-amazon.com/images/I/51vCAabXVYL.jpg
839,G.Skill,Ripjaws V 64 GB (4x16GB) 3000 CL16,1699,88,https://cdna.pcpartpicker.com/static/forever/images/product/9f44c54742b1eceec15bc22b511f1e50.256p.jpg
840,Kingston,HyperX Predator 64 GB (4x16GB) 3000 CL15,1699,64,https://cdna.pcpartpicker.com/static/forever/images/product/94a32d4e5688c7e95c8939a602ba1823.256p.jpg
841,G.Skill,Trident Z RGB 32 GB (2x16GB) 4266 CL17,1699,28,https://cdna.pcpartpicker.com/static/forever/images/product/e82453bca6b0fc9fee9693d4802eb34f.256p.jpg
842,G.Skill,Ripjaws V Series 64 GB (4x16GB) 3000 CL15,1699,8,https://images-na.ssl-images-amazon.com/images/I/51DjDcyZyML.jpg
843,G.Skill,Ripjaws V 64 GB (4x16GB) 3600 CL18,1699,9,https://cdna.pcpartpicker.com/static/forever/images/product/9f44c54742b1eceec15bc22b511f1e50.256p.jpg
844,Corsair,Vengeance LPX 16 GB (2x8GB) 4600 CL19,1689,41,https://cdna.pcpartpicker.com/static/forever/images/product/e0a0d094fb44b7317dd181bdbc9d34bb.256p.jpg
845,Corsair,Vengeance LPX 64 GB (2x32GB) 3000 CL16,1679,28,https://cdna.pcpartpicker.com/static/forever/images/product/45cf55b4909200ebcac34b86cf2b9874.256p.jpg
846,G.Skill,Ripjaws V Series 32 GB (4x8GB) 3200 CL15,1679,42,https://cdna.pcpartpicker.com/static/forever/images/product/371544d55eba2a6c99d0a22532742694.256p.jpg
847,Corsair,Vengeance LPX 64 GB (2x32GB) 2666 CL16,1679,29,https://cdna.pcpartpicker.com/static/forever/images/product/45cf55b4909200ebcac34b86cf2b9874.256p.jpg
848,Kingston,HyperX Fury 64 GB (4x16GB) 3000 CL16,1679,47,https://cdna.pcpartpicker.com/static/forever/images/product/681257a4252a8487aa73496ce7b55ca6.256p.jpg
849,Crucial,Ballistix Tactical Tracer 64 GB (4x16GB) 3000 CL16,1679,28,https://cdna.pcpartpicker.com/static/forever/images/product/2a58037957250d6c7307592bdf021ae7.256p.jpg
850,Corsair,Vengeance LED 16 GB (2x8GB) 3200 CL16,1679,44,https://cdna.pcpartpicker.com/static/forever/images/product/ceec844590d3efb5d1547b16b430f718.256p.jpg
851,Corsair,Vengeance RGB Pro 16 GB (2x8GB) 4266 CL19,1669,98,https://cdna.pcpartpicker.com/static/forever/images/product/33142ae481ec73d84380a05185768e17.256p.jpg
852,Kingston,HyperX Predator RGB 64 GB (2x32GB) 3200 CL16,1669,76,https://cdna.pcpartpicker.com/static/forever/images/product/ffb7d01f648f75ec73d6810a1b11d420.256p.jpg
853,G.Skill,Ripjaws V Series 64 GB (4x16GB) 3200 CL16,1669,23,https://images-na.ssl-images-amazon.com/images/I/51DjDcyZyML.jpg
854,G.Skill,Trident Z RGB 32 GB (2x16GB) 4000 CL19,1669,20,https://cdna.pcpartpicker.com/static/forever/images/product/e82453bca6b0fc9fee9693d4802eb34f.256p.jpg
855,Corsair,Vengeance RGB Pro 64 GB (4x16GB) 3200 CL16,1659,78,https://cdna.pcpartpicker.com/static/forever/images/product/46cebfcd72b0ddaea3f481aca0e935b7.256p.jpg
856,G.Skill,Flare X 64 GB (4x16GB) 3200 CL16,1659,68,https://cdna.pcpartpicker.com/static/forever/images/product/7c3e2b7a9e51b5988c26094b6d116f20.256p.jpg
857,G.Skill,Trident Z RGB 16 GB (2x8GB) 4600 CL18,1649,19,https://images-eu.ssl-images-amazon.com/images/I/51CUZd2mIOL.jpg
858,G.Skill,Trident Z RGB 32 GB (4x8GB) 4000 CL18,1649,34,https://cdna.pcpartpicker.com/static/forever/images/product/e82453bca6b0fc9fee9693d4802eb34f.256p.jpg
859,G.Skill,Trident Z 16 GB (2x8GB) 4600 CL19,1639,71,https://cdna.pcpartpicker.com/static/forever/images/product/70edec2ec156798e0c52b0fec508a655.256p.jpg
860,Corsair,Vengeance LPX 64 GB (4x16GB) 2666 CL16,1639,29,https://cdna.pcpartpicker.com/static/forever/images/product/45cf55b4909200ebcac34b86cf2b9874.256p.jpg
861,Kingston,HyperX Predator 64 GB (2x32GB) 3200 CL16,1639,31,https://cdna.pcpartpicker.com/static/forever/images/product/94a32d4e5688c7e95c8939a602ba1823.256p.jpg
862,ADATA,XPG GAMMIX D10 32 GB (2x16GB) 3000 CL16,1639,76,https://m.media-amazon.com/images/I/41CFGmYRaaL.jpg
863,G.Skill,Trident Z Royal 16 GB (2x8GB) 4400 CL18,1639,37,https://cdna.pcpartpicker.com/static/forever/images/product/9b5ba5400deede3d510555b6f01fbc7d.256p.jpg
864,Corsair,Vengeance LPX 64 GB (2x32GB) 3200 CL16,1629,8,https://cdna.pcpartpicker.com/static/forever/images/product/45cf55b4909200ebcac34b86cf2b9874.256p.jpg
865,Kingston,HyperX Predator 64 GB (4x16GB) 2666 CL13,1629,53,https://cdna.pcpartpicker.com/static/forever/images/product/94a32d4e5688c7e95c8939a602ba1823.256p.jpg
866,Team,T-Force Night Hawk RGB 32 GB (2x16GB) 3200 CL16,1619,95,https://cdna.pcpartpicker.com/static/forever/images/product/db99925c04987904ec13f7a573d300ed.256p.jpg
867,Corsair,Dominator Platinum 32 GB (2x16GB) 2666 CL15,1619,56,https://cdna.pcpartpicker.com/static/forever/images/product/a18df498ce92e05fcaec732ed3960cde.256p.jpg
868,Corsair,Vengeance LPX 32 GB (2x16GB) 4000 CL19,1619,33,https://cdna.pcpartpicker.com/static/forever/images/product/bba8fff51a7845cda8aa64360a9254c8.256p.jpg
869,Kingston,HyperX Fury 64 GB (4x16GB) 2666 CL16,1609,72,https://cdna.pcpartpicker.com/static/forever/images/product/681257a4252a8487aa73496ce7b55ca6.256p.jpg
870,G.Skill,Aegis 64 GB (4x16GB) 3200 CL16,1609,62,https://images-na.ssl-images-amazon.com/images/I/41tSU6GmJXL.jpg
871,Kingston,HyperX Fury 64 GB (2x32GB) 3200 CL16,1609,67,https://cdna.pcpartpicker.com/static/forever/images/product/681257a4252a8487aa73496ce7b55ca6.256p.jpg
872,G.Skill,Trident Z 32 GB (2x16GB) 4000 CL19,1609,66,https://cdna.pcpartpicker.com/static/forever/images/product/d305b58157decedae103c7e844932020.256p.jpg
873,G.Skill,Ripjaws V 32 GB (2x16GB) 4266 CL17,1609,54,https://cdna.pcpartpicker.com/static/forever/images/product/39de5b399df5006fc265a6e2cbad6ffa.256p.jpg
874,G.Skill,Trident Z Royal 32 GB (4x8GB) 4000 CL18,1599,85,https://cdna.pcpartpicker.com/static/forever/images/product/485f33a310946370fd9ce34c33bfa53f.256p.jpg
875,G.Skill,Ripjaws V 64 GB (2x32GB) 3200 CL16,1579,11,https://cdna.pcpartpicker.com/static/forever/images/product/9f44c54742b1eceec15bc22b511f1e50.256p.jpg
876,Kingston,HyperX Fury 64 GB (2x32GB) 2666 CL16,1569,28,https://cdna.pcpartpicker.com/static/forever/images/product/681257a4252a8487aa73496ce7b55ca6.256p.jpg
877,G.Skill,Trident Z Royal 32 GB (4x8GB) 3000 CL16,1569,44,https://cdna.pcpartpicker.com/static/forever/images/product/485f33a310946370fd9ce34c33bfa53f.256p.jpg
878,G.Skill,Sniper X 16 GB (2x8GB) 3466 CL18,1549,54,https://cdna.pcpartpicker.com/static/forever/images/product/9479cacad1efd628b8c040c2d8d0162a.256p.jpg
879,Crucial,CT2K32G4DFD832A 64 GB (2x32GB) 3200 CL22,1549,79,https://cdna.pcpartpicker.com/static/forever/images/product/79e3acae3566bc81e6ebd11a9835e95c.256p.jpg
880,Kingston,HyperX Fury RGB 64 GB (2x32GB) 3200 CL16,1549,79,https://images-na.ssl-images-amazon.com/images/I/41Hj6%2BuZTsL.jpg
881,G.Skill,Ripjaws V Series 64 GB (4x16GB) 2800 CL15,1549,44,https://images-na.ssl-images-amazon.com/images/I/51DjDcyZyML.jpg
882,G.Skill,Flare X 32 GB (4x8GB) 2933 CL16,1539,30,https://cdna.pcpartpicker.com/static/forever/images/product/f1c4af836aeb71566f93b8383d2c442c.256p.jpg
883,Crucial,Ballistix Sport LT 32 GB (4x8GB) 2666 CL16,1529,43,https://cdna.pcpartpicker.com/static/forever/images/product/36bae6f2547dcf5474fc5ac7962e980b.256p.jpg
884,Patriot,Viper Steel 64 GB (2x32GB) 3600 CL18,1519,5,https://cdna.pcpartpicker.com/static/forever/images/product/005d4fb952902ddbff2321bb2b48c252.256p.jpg
885,Patriot,Viper 4 Blackout 64 GB (2x32GB) 3600 CL18,1519,67,https://m.media-amazon.com/images/I/41MdjXxb-oL.jpg
886,Corsair,Vengeance RGB 32 GB (4x8GB) 2666 CL16,1509,58,https://cdna.pcpartpicker.com/static/forever/images/product/e59ab0ce88aeac608874108bb44ff2da.256p.jpg
887,Gigabyte,DESIGNARE 64 GB (2x32GB) 3200 CL16,1509,32,https://cdna.pcpartpicker.com/static/forever/images/product/a5d1ce1acd9b3a75c2522bb637a0457a.256p.jpg
888,G.Skill,Ripjaws V 64 GB (2x32GB) 2666 CL18,1509,63,https://cdna.pcpartpicker.com/static/forever/images/product/9f44c54742b1eceec15bc22b511f1e50.256p.jpg
889,Corsair,Vengeance LPX 64 GB (4x16GB) 3000 CL16,1489,39,https://cdna.pcpartpicker.com/static/forever/images/product/45cf55b4909200ebcac34b86cf2b9874.256p.jpg
890,Team,T-FORCE DARK Za 32 GB (2x16GB) 3200 CL16,1489,55,https://m.media-amazon.com/images/I/51OXo-Q4-dL.jpg
891,G.Skill,Ripjaws V Series 8 GB (2x4GB) 3733 CL17,1469,66,https://images-na.ssl-images-amazon.com/images/I/411Ayu5pDrL.jpg
892,Corsair,Vengeance RGB Pro 64 GB (2x32GB) 3000 CL16,1459,5,https://cdna.pcpartpicker.com/static/forever/images/product/46cebfcd72b0ddaea3f481aca0e935b7.256p.jpg
893,Corsair,Vengeance RGB Pro 32 GB (4x8GB) 4000 CL18,1459,40,https://cdna.pcpartpicker.com/static/forever/images/product/73f85c9fa67d539be8df8376716fad93.256p.jpg
894,Crucial,Ballistix RGB 64 GB (2x32GB) 3200 CL16,1439,49,https://m.media-amazon.com/images/I/41sDMuAiWDL.jpg
895,G.Skill,Trident Z RGB 32 GB (2x16GB) 3733 CL17,1439,16,https://cdna.pcpartpicker.com/static/forever/images/product/e82453bca6b0fc9fee9693d4802eb34f.256p.jpg
896,Crucial,Ballistix MAX 32 GB (2x16GB) 4000 CL18,1409,17,https://cdna.pcpartpicker.com/static/forever/images/product/0562aa4f4eb66d634bcea10f1e7adf92.256p.jpg
897,Corsair,Dominator Platinum RGB 32 GB (4x8GB) 3600 CL18,1399,56,https://cdna.pcpartpicker.com/static/forever/images/product/423fc64829bbe16e99ad0b1263ebb669.256p.jpg
898,G.Skill,Trident Z 32 GB (4x8GB) 3600 CL16,1399,63,https://cdna.pcpartpicker.com/static/forever/images/product/d305b58157decedae103c7e844932020.256p.jpg
899,ADATA,XPG GAMMIX D20 64 GB (2x32GB) 3200 CL16,1389,67,https://m.media-amazon.com/images/I/410JeGttOXL.jpg
900,G.Skill,Trident Z 32 GB (2x16GB) 3000 CL15,1379,44,https://cdna.pcpartpicker.com/static/forever/images/product/d305b58157decedae103c7e844932020.256p.jpg
901,G.Skill,TridentZ RGB 32 GB (2x16GB) 3200 CL15,1379,32,https://cdna.pcpartpicker.com/static/forever/images/product/ec6dad612e5fd586b3b79e69b254db2a.256p.jpg
902,Crucial,Ballistix 64 GB (2x32GB) 3200 CL16,1379,51,https://m.media-amazon.com/images/I/41C82Ne9poL.jpg
903,Patriot,Viper 4 Blackout 64 GB (2x32GB) 3200 CL16,1369,69,https://m.media-amazon.com/images/I/41MdjXxb-oL.jpg
904,Crucial,Ballistix MAX RGB 32 GB (2x16GB) 4000 CL18,1359,7,https://cdna.pcpartpicker.com/static/forever/images/product/36d5527051a3b249c591c09dad32b347.256p.jpg
905,Kingston,HyperX Fury RGB 32 GB (2x16GB) 3600 CL17,1359,86,https://images-na.ssl-images-amazon.com/images/I/41Hj6%2BuZTsL.jpg
906,G.Skill,Trident Z RGB 32 GB (4x8GB) 3466 CL16,1349,49,https://cdna.pcpartpicker.com/static/forever/images/product/e82453bca6b0fc9fee9693d4802eb34f.256p.jpg
907,Corsair,Vengeance LPX 32 GB (4x8GB) 4000 CL19,1339,25,https://cdna.pcpartpicker.com/static/forever/images/product/bba8fff51a7845cda8aa64360a9254c8.256p.jpg
908,Corsair,Dominator Platinum RGB 16 GB (2x8GB) 4000 CL19,1339,96,https://cdna.pcpartpicker.com/static/forever/images/product/50fa410eb5e67e85bf6a879394e485b0.256p.jpg
909,G.Skill,Trident Z 8 GB (2x4GB) 4000 CL19,1329,66,https://images-na.ssl-images-amazon.com/images/I/51rVcMuEQXL.jpg
910,Crucial,CT4K8G4DFS8266 32 GB (4x8GB) 2666 CL19,1319,51,https://images-eu.ssl-images-amazon.com/images/I/31wtU5o6ZrL.jpg
911,G.Skill,Trident Z Royal 32 GB (4x8GB) 3600 CL18,1309,44,https://cdna.pcpartpicker.com/static/forever/images/product/485f33a310946370fd9ce34c33bfa53f.256p.jpg
912,G.Skill,Ripjaws 4 Series 8 GB (2x4GB) 3200 CL16,1309,43,https://images-na.ssl-images-amazon.com/images/I/51FaRBMiOpL.jpg
913,Corsair,Dominator Platinum RGB 32 GB (2x16GB) 3600 CL18,1309,87,https://cdna.pcpartpicker.com/static/forever/images/product/423fc64829bbe16e99ad0b1263ebb669.256p.jpg
914,Crucial,Ballistix Elite 16 GB (2x8GB) 4000 CL18,1299,88,https://images-eu.ssl-images-amazon.com/images/I/41INwdK5WAL.jpg
915,G.Skill,Trident Z 16 GB (2x8GB) 3866 CL18,1299,33,https://cdna.pcpartpicker.com/static/forever/images/product/70edec2ec156798e0c52b0fec508a655.256p.jpg
916,Corsair,Dominator Platinum RGB 32 GB (2x16GB) 3200 CL16,1299,18,https://cdna.pcpartpicker.com/static/forever/images/product/423fc64829bbe16e99ad0b1263ebb669.256p.jpg
917,G.Skill,Ripjaws V 16 GB (2x8GB) 4266 CL17,1299,58,https://cdna.pcpartpicker.com/static/forever/images/product/a56c2aa6f8588954f48f089337b4bdbc.256p.jpg
918,Corsair,Dominator Platinum RGB 32 GB (4x8GB) 3200 CL16,1289,91,https://cdna.pcpartpicker.com/static/forever/images/product/423fc64829bbe16e99ad0b1263ebb669.256p.jpg
919,G.Skill,Trident Z 32 GB (4x8GB) 3300 CL16,1289,9,https://cdna.pcpartpicker.com/static/forever/images/product/d305b58157decedae103c7e844932020.256p.jpg
920,Kingston,Predator 32 GB (2x16GB) 3000 CL16,1279,81,https://images-na.ssl-images-amazon.com/images/I/411LugOFMQL.jpg
921,Patriot,Signature Line 64 GB (2x32GB) 3200 CL22,1269,14,https://cdna.pcpartpicker.com/static/forever/images/product/9e487e29e0a4dec35e5669a706482445.256p.jpg
922,G.Skill,Trident Z RGB 32 GB (2x16GB) 2933 CL16,1249,99,https://cdna.pcpartpicker.com/static/forever/images/product/e82453bca6b0fc9fee9693d4802eb34f.256p.jpg
923,Corsair,Vengeance LPX 16 GB (2x8GB) 3466 CL16,1249,51,https://cdna.pcpartpicker.com/static/forever/images/product/e0a0d094fb44b7317dd181bdbc9d34bb.256p.jpg
924,G.Skill,Trident Z 16 GB (2x8GB) 3333 CL16,1239,86,https://cdna.pcpartpicker.com/static/forever/images/product/70edec2ec156798e0c52b0fec508a655.256p.jpg
925,Crucial,CT32G4LFD4266 32 GB (1x32GB) 2666 CL19,1239,37,https://images-fe.ssl-images-amazon.com/images/I/41ttSyyMYeL.jpg
926,Team,T-FORCE DARK Za 32 GB (2x16GB) 3600 CL18,1229,73,https://m.media-amazon.com/images/I/51OXo-Q4-dL.jpg
927,Corsair,Dominator Platinum RGB 32 GB (2x16GB) 3466 CL16,1219,64,https://cdna.pcpartpicker.com/static/forever/images/product/423fc64829bbe16e99ad0b1263ebb669.256p.jpg
928,Team,T-FORCE DARK PRO 8PACK RIPPED 16 GB (2x8GB) 3600 CL14,1209,64,https://cdna.pcpartpicker.com/static/forever/images/product/65cce5191b686b173f484f7a33153d24.256p.jpg
929,Corsair,Vengeance RGB Pro 32 GB (2x16GB) 3466 CL16,1209,55,https://cdna.pcpartpicker.com/static/forever/images/product/73f85c9fa67d539be8df8376716fad93.256p.jpg
930,Kingston,HyperX Predator RGB 32 GB (4x8GB) 3600 CL17,1209,26,https://cdna.pcpartpicker.com/static/forever/images/product/55b7a97cbe5cb39a410300f7c215d8d0.256p.jpg
931,Corsair,Dominator Platinum RGB 32 GB (4x8GB) 3000 CL15,1209,66,https://cdna.pcpartpicker.com/static/forever/images/product/423fc64829bbe16e99ad0b1263ebb669.256p.jpg
932,G.Skill,Trident Z Royal 32 GB (2x16GB) 3200 CL16,1199,78,https://cdna.pcpartpicker.com/static/forever/images/product/485f33a310946370fd9ce34c33bfa53f.256p.jpg
933,Corsair,Vengeance RGB Pro 32 GB (2x16GB) 3000 CL15,1199,99,https://cdna.pcpartpicker.com/static/forever/images/product/73f85c9fa67d539be8df8376716fad93.256p.jpg
934,Corsair,Vengeance RGB 16 GB (2x8GB) 3600 CL18,1179,10,https://cdna.pcpartpicker.com/static/forever/images/product/5ea6e9a57b6a8b0e61145cf9b67858b4.256p.jpg
935,G.Skill,Trident Z Royal 32 GB (2x16GB) 3000 CL16,1159,30,https://cdna.pcpartpicker.com/static/forever/images/product/485f33a310946370fd9ce34c33bfa53f.256p.jpg
936,Corsair,Vengeance LPX 16 GB (2x8GB) 4133 CL19,1159,85,https://cdna.pcpartpicker.com/static/forever/images/product/e0a0d094fb44b7317dd181bdbc9d34bb.256p.jpg
937,G.Skill,Ripjaws V 32 GB (4x8GB) 3600 CL16,1159,82,https://cdna.pcpartpicker.com/static/forever/images/product/39de5b399df5006fc265a6e2cbad6ffa.256p.jpg
938,Crucial,CT2K16G4DFD8266 32 GB (2x16GB) 2666 CL19,1159,57,https://cdna.pcpartpicker.com/static/forever/images/product/e5a9ecd24f99440929348d333b1b7396.256p.jpg
939,G.Skill,Trident Z Neo 32 GB (4x8GB) 3600 CL18,1149,7,https://cdna.pcpartpicker.com/static/forever/images/product/9634ba4123d7ce817e734e2486a8278e.256p.jpg
940,Thermaltake,TOUGHRAM RGB 32 GB (2x16GB) 3600 CL18,1149,7,https://cdna.pcpartpicker.com/static/forever/images/product/feeb56ceec3f730f207dad8e71aec04e.256p.jpg
941,Mushkin,Enhanced Silverline 32 GB (2x16GB) 2666 CL19,1139,1,https://cdna.pcpartpicker.com/static/forever/images/product/974dbf7204d00f042a7cd6e37c840688.256p.jpg
942,Kingston,Predator 16 GB (2x8GB) 3600 CL17,1139,71,https://cdna.pcpartpicker.com/static/forever/images/product/2b1d4c4ba52983844cb47070aca59ce8.256p.jpg
943,G.Skill,Trident Z RGB 32 GB (4x8GB) 3600 CL18,1129,14,https://cdna.pcpartpicker.com/static/forever/images/product/e82453bca6b0fc9fee9693d4802eb34f.256p.jpg
944,ADATA,XPG SPECTRIX D40 16 GB (2x8GB) 3200 CL16,1119,89,https://cdna.pcpartpicker.com/static/forever/images/product/2718d3157e11e2968ae2ac81f4f47811.256p.jpg
945,Corsair,Vengeance LPX 16 GB (2x8GB) 4266 CL19,1119,89,https://cdna.pcpartpicker.com/static/forever/images/product/e0a0d094fb44b7317dd181bdbc9d34bb.256p.jpg
946,G.Skill,Trident Z RGB 16 GB (2x8GB) 4400 CL16,1109,46,https://images-eu.ssl-images-amazon.com/images/I/51CUZd2mIOL.jpg
947,ADATA,XPG SPECTRIX D41 32 GB (2x16GB) 3200 CL16,1089,51,https://cdna.pcpartpicker.com/static/forever/images/product/249c1cf310f88d75e3555e201cdefdec.1600.jpg
948,G.Skill,Trident Z Neo 16 GB (2x8GB) 3800 CL14,1089,98,https://cdna.pcpartpicker.com/static/forever/images/product/0d60edfc0987875cc4cb35038196bfbb.256p.jpg
949,G.Skill,Trident Z RGB 32 GB (4x8GB) 2666 CL18,1079,87,https://cdna.pcpartpicker.com/static/forever/images/product/e82453bca6b0fc9fee9693d4802eb34f.256p.jpg
950,G.Skill,Trident Z Neo 32 GB (4x8GB) 3200 CL16,1079,61,https://cdna.pcpartpicker.com/static/forever/images/product/9634ba4123d7ce817e734e2486a8278e.256p.jpg
951,G.Skill,Ripjaws V Series 32 GB (2x16GB) 3000 CL15,1069,59,https://cdna.pcpartpicker.com/static/forever/images/product/371544d55eba2a6c99d0a22532742694.256p.jpg
952,Team,T-Force Dark Pro 16 GB (2x8GB) 3000 CL15,1049,68,https://cdna.pcpartpicker.com/static/forever/images/product/65cce5191b686b173f484f7a33153d24.1600.jpg
953,Kingston,HyperX Predator RGB 32 GB (4x8GB) 3200 CL16,1049,16,https://cdna.pcpartpicker.com/static/forever/images/product/55b7a97cbe5cb39a410300f7c215d8d0.256p.jpg
954,G.Skill,Trident Z Neo 32 GB (2x16GB) 4000 CL18,1039,95,https://cdna.pcpartpicker.com/static/forever/images/product/9634ba4123d7ce817e734e2486a8278e.256p.jpg
955,G.Skill,Trident Z RGB 32 GB (4x8GB) 3200 CL16,1039,47,https://cdna.pcpartpicker.com/static/forever/images/product/e82453bca6b0fc9fee9693d4802eb34f.256p.jpg
956,Crucial,Ballistix RGB 32 GB (2x16GB) 3600 CL16,1039,26,https://m.media-amazon.com/images/I/41sDMuAiWDL.jpg
957,Corsair,Vengeance RGB Pro 32 GB (2x16GB) 2933 CL16,1039,86,https://cdna.pcpartpicker.com/static/forever/images/product/73f85c9fa67d539be8df8376716fad93.256p.jpg
958,Crucial,MTA18ASF4G72AZ-3G2B1 32 GB (1x32GB) 3200 CL22,1029,47,https://cdna.pcpartpicker.com/static/forever/images/product/de3c2c90a77dd86d0e11899f355bfbcd.256p.jpg
959,G.Skill,Trident Z Royal 32 GB (2x16GB) 3600 CL19,1029,19,https://cdna.pcpartpicker.com/static/forever/images/product/485f33a310946370fd9ce34c33bfa53f.256p.jpg
