id,chipset,memory_gb,core_clock_mhz,boost_clock_mhz,length_mm,tdp,recommended_psu_watts,performance,product_fk
926,Radeon RX 5700,8,1610,1750,300,180,450,652,2615
927,Radeon RX 5700,8,1565,1750,240,180,450,652,2616
928,Radeon RX 5700,8,1465,1725,268,180,450,652,2617
929,Radeon RX 5700,8,1465,1725,268,180,450,652,2618
930,Radeon RX 5700,8,1540,1750,254,180,450,652,2619
931,Radeon RX 5700,8,1465,1725,268,180,450,652,2620
932,Radeon RX 5700,8,1565,1750,293,180,450,652,2621
933,Radeon RX 5700,8,1465,1725,266.7,180,450,652,2622
934,Radeon RX 5700,8,1465,1725,266.7,180,450,652,2623
935,Radeon RX 5700 XT,8,1650,1905,281,225,550,747,2624
936,Radeon RX 5700 XT,8,1580,1905,291,225,550,747,2625
937,Radeon RX 5700 XT,8,1690,1945,286.91,225,550,747,2626
938,Radeon RX 5700 XT,8,1605,1905,284.8,225,550,747,2627
939,Radeon RX 5700 XT,8,1605,1905,284.8,225,550,747,2628
940,Radeon RX 5700 XT,8,1810,2025,324.35,225,550,747,2629
941,Radeon RX 5700 XT,8,1605,1905,270,225,550,747,2630
942,Radeon RX 5700 XT,8,1770,2035,305,225,550,747,2631
943,Radeon RX 5700 XT,8,1605,1980,282.6,225,550,747,2632
944,Radeon RX 5700 XT,8,1650,1980,269,225,550,747,2633
945,Radeon RX 5700 XT,8,1770,2010,290,225,550,747,2634
946,Radeon RX 5700 XT,8,1650,1905,279.85,225,550,747,2635
947,Radeon RX 5700 XT,8,1605,1905,270,225,550,747,2636
948,Radeon RX 5700 XT,8,1650,1795,279.85,225,550,747,2637
949,Radeon RX 5700 XT,8,1605,1905,272,225,550,747,2638
950,Radeon RX 5700 XT,8,1630,1905,254,225,550,747,2639
951,Radeon RX 5700 XT,8,1690,1945,254,225,550,747,2640
952,Radeon RX 5700 XT,8,1630,1905,297,225,550,747,2641
953,Radeon RX 5700 XT,8,1730,1980,297,225,550,747,2642
954,Radeon RX 5700 XT,8,1605,1905,232,225,550,747,2643
955,Radeon RX 5700 XT,8,1670,1925,232,225,550,747,2644
956,Radeon RX 5700 XT,8,1605,1905,270,225,550,747,2645
957,Radeon RX 5700 XT,8,1605,1905,270,225,550,747,2646
958,Radeon RX 5700 XT,8,1605,1905,230,225,550,747,2647
959,Radeon RX 5700 XT,8,1605,1905,270,225,550,747,2648
960,Radeon RX 5700 XT,8,1605,1905,300,225,550,747,2649
961,Radeon RX 5700 XT,8,1650,1905,240,225,550,747,2650
962,Radeon RX 5700 XT,8,1605,1905,272,225,550,747,2651
963,Radeon RX 5700 XT,8,1770,2010,306,225,550,747,2652
964,Radeon RX 5700 XT,8,1840,2035,306,225,550,747,2653
965,Radeon RX 5700 XT,8,1670,1925,254,225,550,747,2654
966,Radeon RX 5700 XT,8,1680,1980,266.7,225,550,747,2655
967,Radeon RX 5700 XT,8,1605,1755,272,225,550,747,2656
968,Radeon RX 5700 XT,8,1605,1905,293,225,550,747,2657
969,Radeon RX 5700 XT,8,1605,1905,278,225,550,747,2658
970,Radeon RX 5700 XT,8,1605,1905,266.7,225,550,747,2659
971,Radeon RX 5700 XT,8,1605,1905,266.7,225,550,747,2660
972,Radeon RX 5700 XT,8,1605,1905,293,225,550,747,2661
973,Radeon RX 5700 XT,8,1730,1980,293,225,550,747,2662
974,Radeon RX 5700 XT,8,1810,2025,315,225,550,747,2663
975,Radeon RX 5700 XT,8,1810,2025,315,225,550,747,2664
976,Radeon RX 5700 XT,8,1605,1905,326,225,550,747,2665
977,Radeon RX 580,8,1257,1370,236.2,185,450,405,2666
978,Radeon RX 580,8,1257,1380,278.81,185,450,405,2667
979,Radeon RX 580,8,1257,1380,242,185,450,405,2668
980,Radeon RX 580,8,1257,1380,298,185,450,405,2669
981,Radeon RX 580,8,1257,1380,242,185,450,405,2670
982,Radeon RX 580,8,1257,1380,298,185,450,405,2671
983,Radeon RX 580,8,1257,1431,298,185,450,405,2672
984,Radeon RX 580,8,1257,1360,298,185,450,405,2673
985,Radeon RX 580,8,1340,1340,266.7,185,450,405,2674
986,Radeon RX 580,8,1257,1380,232,185,450,405,2675
987,Radeon RX 580,8,1257,1439,276,185,450,405,2676
988,Radeon RX 580,8,1257,1355,232,185,450,405,2677
989,Radeon RX 580,8,1257,1355,232,185,450,405,2678
990,Radeon RX 580,8,1340,1355,232,185,450,405,2679
991,Radeon RX 580,8,1257,1340,269,185,450,405,2680
992,Radeon RX 580,8,1340,1380,270,185,450,405,2681
993,Radeon RX 580,8,1257,1366,269,185,450,405,2682
994,Radeon RX 580,8,1257,1366,270,185,450,405,2683
995,Radeon RX 580,4,1257,1366,276,185,450,405,2684
996,Radeon RX 580,8,1257,1393,276,185,450,405,2685
997,Radeon RX 580,8,1257,1441,279,185,450,405,2686
998,Radeon RX 580,8,1257,1360,237,185,450,405,2687
999,Radeon RX 580,8,1257,1340,243,185,450,405,2688
1000,Radeon RX 580,8,1257,1340,198,185,450,405,2689
1001,Radeon RX 580,8,1257,1350,255,185,450,405,2690
1002,Radeon RX 580,8,1257,1380,255,185,450,405,2691
1003,Radeon RX 580,8,1257,1425,255,185,450,405,2692
1004,Radeon RX 580,8,1257,1350,255,185,450,405,2693
1005,Radeon RX 580,4,1257,1411,260,185,450,405,2694
1006,Radeon RX 580,8,1257,1366,230,185,450,405,2695
1007,Radeon RX 580,8,1405,1425,279.4,185,450,405,2696
1008,Radeon RX 580,8,1257,1386,266,185,450,405,2697
1009,Radeon RX 580,8,1366,1386,270,185,450,405,2698
1010,Radeon RX 580,8,1364,1450,280,185,450,405,2699
1011,Radeon RX 580,8,1405,1425,270,185,450,405,2700
1012,Radeon RX 580,4,1257,1386,270,185,450,405,2701
1013,Radeon RX 580,4,1366,1386,270,185,450,405,2702
1014,Radeon RX 6700 XT,12,2321,2581,269,230,550,978,2703
1015,Radeon RX 6700 XT,12,2375,2620,303,230,550,978,2704
1016,Radeon RX 6700 XT,12,2457,2622,305,230,550,978,2705
1017,Radeon RX 6700 XT,12,2321,2581,267,230,550,978,2706
1018,Radeon RX 6700 XT,12,2321,2581,295,230,550,978,2707
1019,Radeon RX 6700 XT,12,2321,2581,322,230,550,978,2708
1020,Radeon RX 6700 XT,12,2321,2581,322,230,550,978,2709
1021,Radeon RX 6700 XT,12,2321,2581,296,230,550,978,2710
1022,Radeon RX 6700 XT,12,2321,2581,282,230,550,978,2711
1023,Radeon RX 6700 XT,12,2321,2581,281,230,550,978,2712
1024,Radeon RX 6700 XT,12,2321,2581,267,230,550,978,2713
1025,Radeon RX 6700 XT,12,2321,2581,279,230,550,978,2714
1026,Radeon RX 6700 XT,12,2321,2581,279,230,550,978,2715
1027,Radeon RX 6700 XT,12,2321,2581,247,230,550,978,2716
1028,Radeon RX 6700 XT,12,2321,2581,247,230,550,978,2717
1029,Radeon RX 6700 XT,12,2321,2581,266.7,230,550,978,2718
1030,Radeon RX 6700 XT,12,2321,2622,310.05,230,550,978,2719
1031,Radeon RX 6700 XT,12,2321,2581,260,230,550,978,2720
1032,Radeon RX 6700 XT,12,2330,2615,266.7,230,550,978,2721
1033,Radeon RX 6700 XT,12,2321,2622,323,230,550,978,2722
1034,Radeon RX 6800,16,1700,2105,303,250,600,1124,2723
1035,Radeon RX 6800,16,1700,2105,305,250,600,1124,2724
1036,Radeon RX 6800,16,1700,2105,267,250,600,1124,2725
1037,Radeon RX 6800,16,1700,2105,266.7,250,600,1124,2726
1038,Radeon RX 6800,16,1700,2190,320,250,600,1124,2727
1039,Radeon RX 6800,16,1700,2190,310,250,600,1124,2728
1040,Radeon RX 6800,16,1815,2155,286,250,600,1124,2729
1041,Radeon RX 6800,16,1700,2105,267,250,600,1124,2730
1042,Radeon RX 6800,16,1700,2105,267,250,600,1124,2731
1043,Radeon RX 6800,16,1700,2105,266.75,250,600,1124,2732
1044,Radeon RX 6800,16,1700,2155,300,250,600,1124,2733
1045,Radeon RX 6800,16,1700,2190,320,250,600,1124,2734
1046,Radeon RX 6800,16,1700,2190,320,250,600,1124,2735
1047,Radeon RX 6800,16,1700,2170,310,250,600,1124,2736
1048,Radeon RX 6800,16,1700,2105,266.7,250,600,1124,2737
1049,Radeon RX 6800,16,1700,2105,310.5,250,600,1124,2738
1050,Radeon RX 6800,16,1700,2105,303,250,600,1124,2739
1051,Radeon RX 6800,16,1700,2105,266.7,250,600,1124,2740
1052,Radeon RX 6800 XT,16,1825,2250,267,300,700,1295,2741
1053,Radeon RX 6800 XT,16,1825,2250,330,300,700,1295,2742
1054,Radeon RX 6800 XT,16,1825,2250,267,300,700,1295,2743
1055,Radeon RX 6800 XT,16,1825,2250,330,300,700,1295,2744
1056,Radeon RX 6800 XT,16,1825,2250,266.7,300,700,1295,2745
1057,Radeon RX 6800 XT,16,1825,2360,277,300,700,1295,2746
1058,Radeon RX 6800 XT,16,1825,2340,310,300,700,1295,2747
1059,Radeon RX 6800 XT,16,1825,2285,286,300,700,1295,2748
1060,Radeon RX 6800 XT,16,1825,2250,267,300,700,1295,2749
1061,Radeon RX 6800 XT,16,1850,2285,324,300,700,1295,2750
1062,Radeon RX 6800 XT,16,1825,2250,266.75,300,700,1295,2751
1063,Radeon RX 6800 XT,16,1825,2340,320,300,700,1295,2752
1064,Radeon RX 6800 XT,16,1825,2340,320,300,700,1295,2753
1065,Radeon RX 6800 XT,16,1825,2310,310,300,700,1295,2754
1066,Radeon RX 6800 XT,16,1825,2250,266.7,300,700,1295,2755
1067,Radeon RX 6800 XT,16,1825,2251,310,300,700,1295,2756
1068,Radeon RX 6800 XT,16,1825,2252,310,300,700,1295,2757
1069,Radeon RX 6800 XT,16,1825,2253,313,300,700,1295,2758
1070,Radeon RX 6800 XT,16,1925,2360,340,300,700,1295,2759
1071,Radeon RX 6800 XT,16,1825,2250,340,300,700,1295,2760
1072,Radeon RX 6900 XT,16,1925,2340,330,300,700,1372,2761
1073,Radeon RX 6900 XT,16,1825,2250,267,300,700,1372,2762
1074,Radeon RX 6900 XT,16,1825,2251,266.7,300,700,1372,2763
1075,Radeon RX 6900 XT,16,1950,2365,277,300,700,1372,2764
1076,Radeon RX 6900 XT,16,1825,2340,320,300,700,1372,2765
1077,Radeon RX 6900 XT,16,1825,2250,267,300,700,1372,2766
1078,Radeon RX 6900 XT,16,1825,2251,267,300,700,1372,2767
1079,Radeon RX 6900 XT,16,1825,2252,267,300,700,1372,2768
1080,Radeon RX 6900 XT,16,1825,2340,320,300,700,1372,2769
1081,Radeon RX 6900 XT,16,1825,2341,300,300,700,1372,2770
1082,Radeon RX 6900 XT,16,1825,2285,310,300,700,1372,2771
1083,Radeon RX 6900 XT,16,1925,2340,340,300,700,1372,2772
